Servicio;Programa;Económica;Explicación;Total (miles euros);Total (euros)
34;455M;64;Gastos de inversiones de carácter inmaterial;4.346,68;4.346.680
34;455M;640;Gastos en inversiones de carácter inmaterial;4.346,68;4.346.680
38;453B;10;Altos cargos;61,04;61.040
38;453B;12;Funcionarios;17.335,98;17.335.980
38;453B;13;Laborales;13.430,38;13.430.380
38;453B;16;Cuotas sociales;5.000,78;5.000.780
38;453B;22;Material, suministros y otros;759,91;759.910
38;453B;60;Inversión nueva en infraestructuras;848.484,22;848.484.220
38;453B;61;Inversión de reposición en infraestructuras;215.809,00;215.809.000
38;453B;64;Gastos de inversiones inmateriales;1.331,44;1.331.440
38;453B;75–76;Transferencias de capital a CCAA y Entidades Locales;470.534,35;470.534.350
38;453B;83;Concesión de préstamos fuera del Sector Público;20.800,00;20.800.000
38;453C;12;Funcionarios;7.176,84;7.176.840
38;453C;13;Laborales;9.507,44;9.507.440
38;453C;16;Cuotas sociales;3.500,00;3.500.000
38;453C;21;Reparaciones, mantenimiento y conservación;146,23;146.230
38;453C;22;Material, suministros y otros;34.578,90;34.578.900
38;453C;226;Gastos diversos;1.940,59;1.940.590
38;453C;227;Trabajos realizados por otras empresas;2.133,41;2.133.410
38;453C;61;Inversión de reposición en infraestructuras;1.153.090,01;1.153.090.010
38;453C;63;Inversión de reposición asociada al funcionamiento;409,99;409.990
39;441M;44;A entidades del sector público estatal;1.313.641,00;1.313.641.000
39;441M;440;Fundación de los Ferrocarriles Españoles;40;40.000
39;441M;442;Renfe Viajeros – Obligaciones de Servicio Público;1.009.000,00;1.009.000.000
39;441M;443;Renfe Viajeros – Material rodante;1;1.000
39;441M;445;Reducción de precio de abonos RENFE;3.600,00;3.600.000
39;441M;447;Renfe – Servicios traspasados a Cataluña;301.000,00;301.000.000
39;441M;45;A Comunidades Autónomas;451.445,52;451.445.520
39;441M;451–459;Subvenciones a CCAA (Barcelona, Canarias, Madrid, etc.);—;—
39;441M;46;A Entidades Locales;54.304,74;54.304.740
39;441M;461–463;Subvenciones a Entidades Locales (Córdoba, etc.);—;—
39;441M;47;A empresas privadas;15.100,00;15.100.000
39;441M;471;Ayudas a empresas ferroviarias;100;100.000
39;441M;473;Transporte regular por carretera;15.000,00;15.000.000
39;441M;48;A familias e instituciones sin fines de lucro;10.200,00;10.200.000
39;441M;482;Bonificaciones en billetes ferroviarios;10.000,00;10.000.000
39;441M;483;Bonificaciones intermodales;200;200.000
39;441M;49;Al exterior;234,59;234.590
39;441M;492;Cuotas a organismos internacionales;234,59;234.590
39;453M;10;Altos cargos;61,04;61.040
39;453M;12;Funcionarios;4.680,45;4.680.450
39;453M;13;Laborales;69,75;69.750
39;453M;16;Cuotas sociales;525;525.000
39;453M;22;Material, suministros y otros;2.275,55;2.275.550
39;453M;48;A familias e instituciones sin fines de lucro;92;92.000
39;453M;49;Al exterior;13;13.000
39;453M;492;Cuotas a organismos internacionales;13;13.000
39;453M;62;Inversión nueva;178;178.000
39;453M;63;Inversión de reposición;1.720,00;1.720.000
39;453M;64;Gastos de inversiones inmateriales;902;902.000,00
39;453M;77;Transferencias de capital a empresas privadas;9.930,00;9.930.000
39;453M;78;Transferencias de capital a familias e instituciones;3.858,00;3.858.000
40;453A;10;Altos cargos;61,04;61.040
40;453A;10000;Retribuciones básicas;18,91;18.910
40;453A;10001;Retribuciones complementarias;42,13;42.130
40;453A;12;Funcionarios;1.956,82;1.956.820
40;453A;12000;Sueldos grupo A1 y A;401,33;401.330
40;453A;12001;Sueldos grupo A2 y B;205,65;205.650
40;453A;12002;Sueldos grupo C1 y C;38,6;38.600
40;453A;12003;Sueldos grupo C2 y D;24,1;24.100
40;453A;12005;Trienios;93,88;93.880
40;453A;12006;Pagas extraordinarias;139,09;139.090
40;453A;12100;Complemento de destino;442,83;442.830
40;453A;12101;Complemento específico;611,34;611.340
40;453A;16;Cuotas sociales;305;305.000
40;453A;16000;Seguridad Social;305;305.000
40;453A;22;Material, suministros y otros;549,25;549.250
40;453A;22601;Atenciones protocolarias;2,25;2.250
40;453A;22602;Publicidad y propaganda;30;30.000
40;453A;22603;Jurídicos, contenciosos;64;64.000
40;453A;22606;Reuniones y conferencias;3;3.000
40;453A;22702;Valoraciones y peritajes;450;450.000
40;453A;44;A entidades del sector público estatal;292.204,00;292.204.000
40;453A;441;Línea Figueras–Perpiñán;3.200,00;3.200.000
40;453A;443;ADIF – administración de red;194.238,00;194.238.000
40;453A;444;ADIF-Alta Velocidad – reducción de tarifas;30.000,00;30.000.000
40;453A;445;ADIF – reducción de tarifas;15.762,00;15.762.000
40;453A;446;ADIF – resto de actividades;49.004,00;49.004.000
40;453A;47;A empresas privadas;1.050,00;1.050.000
40;453A;470;Ayudas por restricciones temporales;1.050,00;1.050.000
40;453A;60;Inversión nueva en infraestructuras;16.200,00;16.200.000
40;453A;64;Gastos de inversiones inmateriales;2.000,00;2.000.000
40;453A;75;A Comunidades Autónomas;175.780,00;175.780.000
40;453A;752;Euskadi – disposición adicional Ley 12/2002;135.590,00;135.590.000
40;453A;755;Junta de Andalucía – Metro Sevilla;20.190,00;20.190.000
40;453A;756;Illes Balears – Tranvía Bahía de Palma;20.000,00;20.000.000
40;453A;87;Aportaciones patrimoniales;1.243.138,00;1.243.138.000
40;453A;871;ADIF-Alta Velocidad;311.574,00;311.574.000
40;453A;872;ADIF – amortización endeudamiento;35.938,00;35.938.000
40;453A;873;ADIF – inversiones;895.626,00;895.626.000
50;45AA;69;Inversiones reales. Mecanismo de Recuperación y Resiliencia;36.148,53;36.148.530
50;45AA;691;Inversión de reposición en infraestructuras y bienes destinados al uso general;36.148,53;36.148.530
50;45AA;75;A Comunidades Autónomas;76.000,00;76.000.000
50;45AA;753;Plan de choque de movilidad sostenible… transformación de flotas;76.000,00;76.000.000
50;45AA;76;A Entidades Locales;875.000,00;875.000.000
50;45AA;762;Implantación de Zonas de bajas emisiones – EE.LL;863.386,60;863.386.600
50;45AA;764;Mancomunidad Don Benito–Villanueva de la Serena;2.521,40;2.521.400
50;45AA;767;Ayuntamiento de A Coruña;9.092,00;9.092.000
50;45AC;74;A Sociedades, Entidades Públicas Empresariales…;358.989,77;358.989.770
50;45AC;742;A ADIF;307.870,91;307.870.910
50;45AC;744;A RENFE Viajeros, S.A.;27.558,00;27.558.000
50;45AC;746;A ADIF-Alta Velocidad;23.560,86;23.560.860
50;45FA;74;A Sociedades, Entidades Públicas Empresariales…;236.816,02;236.816.020
50;45FA;742;A ADIF;50.607,20;50.607.200
50;45FA;746;A ADIF-Alta Velocidad;186.208,82;186.208.820
50;45FB;44;A Sociedades, Entidades Públicas Empresariales…;5.061,92;5.061.920
50;45FB;447;A SEITTSA;5.061,92;5.061.920
50;45FB;69;Inversiones reales. Mecanismo de Recuperación y Resiliencia;251.582,78;251.582.780
50;45FB;690;Inversión nueva en infraestructuras;14.100,56;14.100.560
50;45FB;691;Inversión de reposición en infraestructuras;237.482,22;237.482.220
50;45FB;74;A Sociedades, Entidades Públicas Empresariales…;252.572,27;252.572.270
50;45FB;742;A ADIF;204.561,63;204.561.630
50;45FB;743;A ENAIRE;17.817,32;17.817.320
50;45FB;746;A ADIF-Alta Velocidad;29.443,32;29.443.320
50;45FB;748;A SECEGSA;0,75;750
50;45FB;75;A Comunidades Autónomas;5.767,77;5.767.770
50;45FB;755;Generalitat de Catalunya – cesión B-23;5.767,77;5.767.770
50;45FC;69;Inversiones reales. Mecanismo de Recuperación y Resiliencia;19.810,86;19.810.860
50;45FC;690;Inversión nueva en infraestructuras;19.810,86;19.810.860
50;45FC;74;A Sociedades, Entidades Públicas Empresariales…;296.870,26;296.870.260
50;45FC;742;A ADIF;157.138,26;157.138.260
50;45FC;745;A Puertos del Estado;139.732,00;139.732.000
50;45FD;44;A Sociedades, Entidades Públicas Empresariales…;8.000,00;8.000.000
50;45FD;441;Eco incentivos al transporte – sector público;8.000,00;8.000.000
50;45FD;47;A empresas privadas;32.000,00;32.000.000
50;45FD;470;Eco incentivos al transporte – empresas;32.000,00;32.000.000
50;45FD;74;A Sociedades, Entidades Públicas Empresariales…;51.000,00;51.000.000
50;45FD;741;Ayudas a entidades públicas – digitalización;51.000,00;51.000.000
50;45FD;77;A empresas privadas;41.000,00;41.000.000
50;45FD;770;Ayudas a empresas – digitalización;41.000,00;41.000.000
50;45SC;44;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;321,43;321.430
50;45SC;440;Subvenciones a Universidades públicas estatales para programas y cursos de formación en competencias digitales;321,43;321.430
50;45SC;45;A Comunidades Autónomas;5.678,57;5.678.570
50;45SC;450;Subvenciones a Universidades públicas autonómicas para programas y cursos de formación en competencias digitales;5.678,57;5.678.570
50;45SC;47;A empresas privadas;5.500,00;5.500.000
50;45SC;472;Subvenciones a Universidades privadas para programas y cursos de formación en competencias digitales;5.500,00;5.500.000
50;46AA;69;Inversiones reales. Mecanismo de Recuperación y Resiliencia;2.580,17;2.580.170
50;46AA;694;Gastos de inversiones de carácter inmaterial. Mecanismo de Recuperación y Resiliencia;2.580,17;2.580.170
50;46FB;69;Inversiones reales. Mecanismo de Recuperación y Resiliencia;30.284,54;30.284.540
50;46FB;692;Inversión nueva asociada al funcionamiento operativo de los servicios. Mecanismo de Recuperación y Resiliencia;20.291,93;20.291.930
50;46FB;694;Gastos de inversiones de carácter inmaterial. Mecanismo de Recuperación y Resiliencia;9.992,61;9.992.610
