;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO;
;;
;;
;Sección: 14 MINISTERIO DE DEFENSA;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
;Servicio;Programa;Económica;Explicación;;Total;
;;;22112; Suministros de material electrónico, eléctrico y de comunicaciones;75,80;;
;;;22199; Otros suministros;327,88;;
;;;222;Comunicaciones;;752,53;
;;;22200; Servicios de telecomunicaciones;735,88;;
;;;22201; Postales y mensajería;16,65;;
;;;226;Gastos diversos;;1.392,16;
v;;;22601; Atenciones protocolarias y representativas;9,36;;
;;;22602; Publicidad y propaganda;19,74;;
;;;22606; Reuniones, conferencias y cursos;1.262,44;;
v;;;22611; Gastos protocolarios y representativos derivados de actos institucionales;100,62;;
;;;227;Trabajos realizados por otras empresas y profesionales;;10.595,42;
;;;22700; Limpieza y aseo;673,80;;
;;;22706; Estudios y trabajos técnicos;8.318,39;;
;;;22799; Otros;1.603,23;;
v;;;23;Indemnizaciones por razón del servicio;;6.088,76;
;;;230;Dietas;;3.658,46;
;;;231;Locomoción;;2.161,92;
;;;232;Traslado;;51,02;
;;;233;Otras indemnizaciones;;217,36;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;24.059,07;
 ; ;;;;;;
v;;;6;INVERSIONES REALES;;;
;;;66;Inversiones militares asociadas al funcionamiento operativo de los servicios;;2.458,18;
;;;660;Inversiones militares asociadas al funcionamiento operativo de los servicios;;2.458,18;
;;;;TOTAL INVERSIONES REALES;;2.458,18;
 ; ;;;;;;
;;;;TOTAL Administración y Servicios Generales de Defensa;;26.517,25;
 ; ;;;;;;
v;;121N;;Formación del Personal de las Fuerzas Armadas;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;21;Reparaciones, mantenimiento y conservación;;103,72;
;;;213;Maquinaria, instalaciones y utillaje;;72,51;
;;;214;Elementos de transporte;;3,12;
;;;215;Mobiliario y enseres;;28,09;
v;;;22;Material, suministros y otros;;1.589,06;
;;;220;Material de oficina;;77,01;
;;;22000; Ordinario no inventariable;35,71;;
;;;22001; Prensa, revistas, libros y otras publicaciones;6,80;;
;;;22002; Material informático no inventariable;34,50;;
;;;221;Suministros;;198,36;
;;;22101; Agua;16,65;;
;;;22102; Gas;86,35;;
;;;22103; Combustible;3,12;;
;;;22104; Vestuario;3,64;;
;;;22105; Alimentación;24,89;;
;;;22106; Productos farmacéuticos y material sanitario;7,28;;
;;;22111; Suministros de repuestos de maquinaria, utillaje y elementos de transporte;11,08;;
;;;22199; Otros suministros;45,35;;
;;;225;Tributos;;25,27;
v;;;22502; Locales;25,27;;
;;;226;Gastos diversos;;740,71;
;;;22602; Publicidad y propaganda;3,30;;
;;;22606; Reuniones, conferencias y cursos;721,29;;
v;;;22611; Gastos protocolarios y representativos derivados de actos institucionales;16,12;;
;;;227;Trabajos realizados por otras empresas y profesionales;;547,71;
;;;22700; Limpieza y aseo;239,29;;
;;;22706; Estudios y trabajos técnicos;216,23;;
;;;22799; Otros;92,19;;
v;;;23;Indemnizaciones por razón del servicio;;2.638,82;
;;;230;Dietas;;2.250,89;
;;;231;Locomoción;;238,63;
;;;232;Traslado;;20,00;
;;;233;Otras indemnizaciones;;129,30;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;4.331,60;
 ; ;;;;;;
;;;;TOTAL Formación del Personal de las Fuerzas Armadas;;4.331,60;
 ; ;;;;;;
v;;122A;;Modernización de las Fuerzas Armadas;;;
v;;;6;INVERSIONES REALES;;;
;;;65;Inversiones militares en infraestructura y otros bienes;;2.583,87;
;;;650;Inversiones militares en infraestructura y otros bienes;;2.583,87;
;;;;TOTAL INVERSIONES REALES;;2.583,87;
 ; ;;;;;;
;;;;TOTAL Modernización de las Fuerzas Armadas;;2.583,87;
 ; ;;;;;;
v;;122M;;Gastos Operativos de las Fuerzas Armadas;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;20;Arrendamientos y cánones;;79,20;
;;;204;Arrendamientos de medios de transporte;;79,20;
v;;;21;Reparaciones, mantenimiento y conservación;;464,38;
;;;212;Edificios y otras construcciones;;45,00;
;;;213;Maquinaria, instalaciones y utillaje;;75,00;
;;;216;Equipos para procesos de la información;;344,38;
v;;;22;Material, suministros y otros;;15.041,69;
;;;220;Material de oficina;;96,93;
;;;22000; Ordinario no inventariable;7,45;;
;;;22002; Material informático no inventariable;89,48;;
;;;221;Suministros;;11.628,18;
;;;22100; Energía eléctrica;1,50;;
;;;22101; Agua;1,00;;
;;;22102; Gas;1,00;;
;;;22103; Combustible;7.884,79;;
;;;22104; Vestuario;483,22;;
;;;22105; Alimentación;1.152,83;;
;;;22106; Productos farmacéuticos y material sanitario;209,13;;
;;;22199; Otros suministros;1.894,71;;
;;;222;Comunicaciones;;1,00;
;;;22200; Servicios de telecomunicaciones;1,00;;
;;;223;Transportes;;2.297,38;
;;;226;Gastos diversos;;81,21;
;;;22606; Reuniones, conferencias y cursos;74,61;;
v;;;22611; Gastos protocolarios y representativos derivados de actos institucionales;6,60;;
;;;227;Trabajos realizados por otras empresas y profesionales;;936,99;
;;;22700; Limpieza y aseo;38,18;;
;;;22706; Estudios y trabajos técnicos;125,50;;
;;;22715; Trabajos realizados por otras empresas y profesionales en el exterior;381,65;;
;;;22799; Otros;391,66;;
v;;;23;Indemnizaciones por razón del servicio;;4.910,00;
;;;230;Dietas;;4.322,80;
;;;231;Locomoción;;587,20;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;20.495,27;
 ; ;;;;;;
;;;;TOTAL Gastos Operativos de las Fuerzas Armadas;;20.495,27;
 ; ;;;;;;
v;;122N;;Apoyo Logístico;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;21;Reparaciones, mantenimiento y conservación;;5.504,36;
;;;212;Edificios y otras construcciones;;4.131,60;
;;;216;Equipos para procesos de la información;;1.372,76;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;5.504,36;
 ; ;;;;;;
v;;;6;INVERSIONES REALES;;;
;;;66;Inversiones militares asociadas al funcionamiento operativo de los servicios;;16.482,45;
;;;660;Inversiones militares asociadas al funcionamiento operativo de los servicios;;16.482,45;
;;;;TOTAL INVERSIONES REALES;;16.482,45;
 ; ;;;;;;
;;;;TOTAL Apoyo Logístico;;21.986,81;
 ; ;;;;;;
;;;;TOTAL CUARTEL GENERAL DEL EMAD;;75.914,80;
 ; ;;;;;;
 ; ;;;;;;
v;03;;;SECRETARÍA DE ESTADO DE DEFENSA;;;
v;;121M;;Administración y Servicios Generales de Defensa;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;20;Arrendamientos y cánones;;4.672,40;
;;;200;Arrendamientos de terrenos y bienes naturales;;3.535,90;
v;;;202;Arrendamientos de edificios y otras construcciones;;975,00;
;;;204;Arrendamientos de medios de transporte;;23,80;
;;;205;Arrendamientos de mobiliario y enseres;;18,00;
;;;206;Arrendamientos de equipos para procesos de información;;1,00;
;;;209;Cánones;;118,70;
v;;;21;Reparaciones, mantenimiento y conservación;;797,15;
;;;212;Edificios y otras construcciones;;3,00;
;;;214;Elementos de transporte;;0,51;
;;;216;Equipos para procesos de la información;;653,64;
;;;218;Bienes situados en el exterior;;140,00;
v;;;22;Material, suministros y otros;;234.039,91;
;;;220;Material de oficina;;1.014,43;
;;;22000; Ordinario no inventariable;80,80;;
;;;22001; Prensa, revistas, libros y otras publicaciones;431,13;;
;;;22002; Material informático no inventariable;387,50;;
;;;22015; Material de oficina en el exterior;115,00;;
;;;221;Suministros;;89.058,21;
;;;22100; Energía eléctrica;88.410,42;;
;;;22101; Agua;0,33;;
;;;22103; Combustible;72,86;;
;;;22105; Alimentación;8,00;;
;;;22112; Suministros de material electrónico, eléctrico y de comunicaciones;326,85;;
;;;22115; Suministros en el exterior;180,00;;
;;;22199; Otros suministros;59,75;;
;;;222;Comunicaciones;;36.405,39;
;;;22200; Servicios de telecomunicaciones;36.060,39;;
;;;22201; Postales y mensajería;55,00;;
;;;22215; Comunicaciones en el exterior;290,00;;
;;;223;Transportes;;24.909,38;
;;;224;Primas de seguros;;85,00;
;;;225;Tributos;;115,50;
;;;22500; Estatales;3,50;;
v;;;22502; Locales;95,00;;
;;;22515; Tributos en el exterior;17,00;;
;;;226;Gastos diversos;;20.025,73;
v;;;22601; Atenciones protocolarias y representativas;16,38;;
;;;22602; Publicidad y propaganda;228,50;;
;;;22603; Jurídicos, contenciosos;4.717,87;;
;;;22606; Reuniones, conferencias y cursos;829,24;;
v;;;22608; Gastos reservados;500,00;;
;;;22609; Actividades culturales y deportivas;2,12;;
v;;;22611; Gastos protocolarios y representativos derivados de actos institucionales;83,30;;
;;;22615; Gastos diversos en el exterior;39,94;;
;;;22699; Otros;13.608,38;;
;;;227;Trabajos realizados por otras empresas y profesionales;;62.426,27;
;;;22701; Seguridad;217,00;;
;;;22706; Estudios y trabajos técnicos;61.951,27;;
;;;22715; Trabajos realizados por otras empresas y profesionales en el exterior;258,00;;
v;;;23;Indemnizaciones por razón del servicio;;250,00;
;;;230;Dietas;;250,00;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;239.759,46;
 ; ;;;;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;44;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;1,50;
v;;;445;A ENAIRE y otros, para compensar los costes de los vuelos exonerados;;1,50;
v;;;48;A familias e instituciones sin fines de lucro;;6.850,00;
v;;;480;Otras pensiones y prestaciones;;6.850,00;
v;;;48002; Pensiones a personal no funcionario en base a lo dispuesto en el Decreto 263/1976;1.918,00;;
v;;;48006; Pensiones reconocidas en base a lo dispuesto en el Decreto 263/1976. Viudas y huérfanos.;4.932,00;;
v;;;49;Al exterior;;116.430,20;
v;;;490;A organismos internacionales;;116.430,20;
;;;49002; Contribución a la OTAN;93.561,96;;
;;;49007; Contribución a la UE;16.867,10;;
;;;49008; Contribución a la Organización Conjunta de Cooperación en materia de Armamento (OCCAR);2.235,91;;
;;;49009; Contribución a Movement Coordination Centre Europe (MCCE);19,97;;
;;;49010; Cuerpo de Ejército Europeo EUROCUERPO CEEUR;2.999,93;;
;;;49012; Grupo Aéreo Europeo - European Air Group EAG;24,07;;
;;;49013; Mando Aéreo Europeo de Transporte - European Air Transportation Command EATC;702,12;;
;;;49014; Centro Europeo de Recuperación de Personal - European Personnel Recovery Centre EPRC;19,14;;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;123.281,70;
 ; ;;;;;;
v;;;6;INVERSIONES REALES;;;
;;;66;Inversiones militares asociadas al funcionamiento operativo de los servicios;;81.022,72;
;;;660;Inversiones militares asociadas al funcionamiento operativo de los servicios;;81.022,72;
;;;;TOTAL INVERSIONES REALES;;81.022,72;
 ; ;;;;;;
;;;;TOTAL Administración y Servicios Generales de Defensa;;444.063,88;
 ; ;;;;;;
v;;121N;;Formación del Personal de las Fuerzas Armadas;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;22;Material, suministros y otros;;319,34;
;;;226;Gastos diversos;;319,34;
;;;22606; Reuniones, conferencias y cursos;319,34;;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;319,34;
 ; ;;;;;;
;;;;TOTAL Formación del Personal de las Fuerzas Armadas;;319,34;
 ; ;;;;;;
v;;122A;;Modernización de las Fuerzas Armadas;;;
v;;;6;INVERSIONES REALES;;;
;;;65;Inversiones militares en infraestructura y otros bienes;;246.322,66;
;;;650;Inversiones militares en infraestructura y otros bienes;;246.322,66;
;;;;TOTAL INVERSIONES REALES;;246.322,66;
 ; ;;;;;;
;;;;TOTAL Modernización de las Fuerzas Armadas;;246.322,66;
 ; ;;;;;;
v;;122B;;Programas especiales de modernización;;;
v;;;6;INVERSIONES REALES;;;
;;;65;Inversiones militares en infraestructura y otros bienes;;4.901.716,30;
;;;655;Programas especiales de modernización del Ejercito de Tierra;;934.495,92;
;;;656;Programas especiales de modernización de la Armada;;1.082.842,99;
;;;657;Programas especiales de modernización del Ejercito del Aire;;2.136.988,07;
;;;658;Programas especiales de modernización de interés conjunto;;747.389,32;
;;;;TOTAL INVERSIONES REALES;;4.901.716,30;
 ; ;;;;;;
;;;;TOTAL Programas especiales de modernización;;4.901.716,30;
 ; ;;;;;;
v;;122M;;Gastos Operativos de las Fuerzas Armadas;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;12;Funcionarios;;4.000,00;
v;;;128;Gastos originados por participación de las Fuerzas Armadas en operaciones de mantenimiento de la paz;;4.000,00;
;;;;TOTAL GASTOS DE PERSONAL;;4.000,00;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;20;Arrendamientos y cánones;;16.271,85;
;;;204;Arrendamientos de medios de transporte;;15,00;
;;;205;Arrendamientos de mobiliario y enseres;;75,00;
;;;206;Arrendamientos de equipos para procesos de información;;25,00;
;;;209;Cánones;;16.156,85;
v;;;21;Reparaciones, mantenimiento y conservación;;2.054,00;
;;;212;Edificios y otras construcciones;;574,00;
;;;213;Maquinaria, instalaciones y utillaje;;1.010,00;
;;;214;Elementos de transporte;;320,00;
;;;215;Mobiliario y enseres;;150,00;
v;;;22;Material, suministros y otros;;124.944,65;
;;;220;Material de oficina;;514,97;
;;;22000; Ordinario no inventariable;191,84;;
;;;22001; Prensa, revistas, libros y otras publicaciones;72,13;;
;;;22002; Material informático no inventariable;251,00;;
;;;221;Suministros;;14.261,08;
;;;22101; Agua;211,10;;
;;;22102; Gas;650,00;;
;;;22103; Combustible;4.462,85;;
;;;22104; Vestuario;3.405,65;;
;;;22105; Alimentación;1.579,98;;
;;;22106; Productos farmacéuticos y material sanitario;360,00;;
;;;22107; Suministros de carácter militar y policial;35,00;;
;;;22108; Suministros de material deportivo, didáctico y cultural;30,00;;
;;;22111; Suministros de repuestos de maquinaria, utillaje y elementos de transporte;1.490,00;;
;;;22112; Suministros de material electrónico, eléctrico y de comunicaciones;25,00;;
;;;22199; Otros suministros;2.011,50;;
;;;222;Comunicaciones;;4,80;
;;;22200; Servicios de telecomunicaciones;2,60;;
;;;22201; Postales y mensajería;2,20;;
;;;223;Transportes;;350,00;
;;;225;Tributos;;4,10;
;;;22500; Estatales;1,00;;
;;;22501; Autonómicos;1,10;;
v;;;22502; Locales;2,00;;
;;;226;Gastos diversos;;6.792,39;
;;;22602; Publicidad y propaganda;112,91;;
;;;22606; Reuniones, conferencias y cursos;200,12;;
;;;22609; Actividades culturales y deportivas;50,00;;
v;;;22611; Gastos protocolarios y representativos derivados de actos institucionales;44,82;;
;;;22699; Otros;6.384,54;;
;;;227;Trabajos realizados por otras empresas y profesionales;;3.017,31;
;;;22700; Limpieza y aseo;1.195,00;;
;;;22706; Estudios y trabajos técnicos;995,22;;
;;;22799; Otros;827,09;;
v;;;228;Gastos originados por participación de las Fuerzas Armadas en operaciones de mantenimiento de la paz;;100.000,00;
v;;;23;Indemnizaciones por razón del servicio;;4.602,72;
;;;230;Dietas;;4.020,00;
;;;231;Locomoción;;520,00;
;;;232;Traslado;;60,00;
;;;233;Otras indemnizaciones;;2,72;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;147.873,22;
 ; ;;;;;;
v;;;6;INVERSIONES REALES;;;
;;;66;Inversiones militares asociadas al funcionamiento operativo de los servicios;;210.360,10;
v;;;668;Gastos originados por participación de las Fuerzas Armadas en operaciones de mantenimiento de la paz;;210.360,10;
;;;;TOTAL INVERSIONES REALES;;210.360,10;
 ; ;;;;;;
;;;;TOTAL Gastos Operativos de las Fuerzas Armadas;;362.233,32;
 ; ;;;;;;
v;;122N;;Apoyo Logístico;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;21;Reparaciones, mantenimiento y conservación;;15.303,97;
;;;212;Edificios y otras construcciones;;11.053,13;
;;;216;Equipos para procesos de la información;;4.250,84;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;15.303,97;
 ; ;;;;;;
v;;;6;INVERSIONES REALES;;;
;;;66;Inversiones militares asociadas al funcionamiento operativo de los servicios;;20.957,26;
;;;660;Inversiones militares asociadas al funcionamiento operativo de los servicios;;20.957,26;
;;;;TOTAL INVERSIONES REALES;;20.957,26;
 ; ;;;;;;
;;;;TOTAL Apoyo Logístico;;36.261,23;
 ; ;;;;;;
v;;464A;;Investigación y estudios de las Fuerzas Armadas;;;
v;;;6;INVERSIONES REALES;;;
;;;65;Inversiones militares en infraestructura y otros bienes;;3.526,76;
;;;650;Inversiones militares en infraestructura y otros bienes;;3.526,76;
;;;67;Gastos militares de inversiones de carácter inmaterial;;27.013,24;
;;;670;Gastos militares en inversiones de carácter inmaterial;;27.013,24;
;;;;TOTAL INVERSIONES REALES;;30.540,00;
 ; ;;;;;;
;;;;TOTAL Investigación y estudios de las Fuerzas Armadas;;30.540,00;
 ; ;;;;;;
v;;000X;;Transferencias y libramientos internos;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;41;A Organismos Autónomos;;39.427,75;
v;;;410;A organismos autónomos del Departamento;;39.427,75;
v;;;41003; Al Instituto Nacional de Técnica Aeroespacial Esteban Terradas;37.427,75;;
v;;;41005; Al Instituto Nacional de Técnica Aeroespacial Esteban Terradas. Proyecto Galileo-GSMC;2.000,00;;
v;;;43;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;;272.751,60;
v;;;435;A AESA para compensar los costes de los vuelos exonerados;;0,25;
v;;;436;A AEMET para compensar los costes de los vuelos exonerados;;0,25;
v;;;437;Al Centro Nacional de Inteligencia;;272.751,10;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;312.179,35;
 ; ;;;;;;
v;;;7;TRANSFERENCIAS DE CAPITAL;;;
v;;;71;A Organismos Autónomos;;24.346,68;
v;;;710;A organismos autónomos del Departamento;;24.346,68;
v;;;71003; Al Instituto Nacional de Técnica Aeroespacial "Esteban Terradas";19.530,27;;
v;;;71004; Al Instituto Nacional de Técnica Aeroespacial "Esteban Terradas" para financiar el proyecto Galileo;4.816,41;;
v;;;73;A otras entidades del Sector Público Administrativo Estatal con presupuesto limitativo;;54.218,54;
v;;;737;Al Centro Nacional de Inteligencia;;54.218,54;
;;;;TOTAL TRANSFERENCIAS DE CAPITAL;;78.565,22;
 ; ;;;;;;
;;;;TOTAL Transferencias y libramientos internos;;390.744,57;
 ; ;;;;;;
;;;;TOTAL SECRETARÍA DE ESTADO DE DEFENSA;;6.412.201,30;
 ; ;;;;;;
 ; ;;;;;;
v;12;;;EJÉRCITO DE TIERRA;;;
v;;121M;;Administración y Servicios Generales de Defensa;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;20;Arrendamientos y cánones;;160,60;
;;;206;Arrendamientos de equipos para procesos de información;;160,60;
v;;;21;Reparaciones, mantenimiento y conservación;;2.065,90;
;;;213;Maquinaria, instalaciones y utillaje;;393,90;
;;;215;Mobiliario y enseres;;1.672,00;
v;;;22;Material, suministros y otros;;88.151,88;
;;;220;Material de oficina;;4.530,52;
;;;22000; Ordinario no inventariable;1.993,35;;
;;;22001; Prensa, revistas, libros y otras publicaciones;223,85;;
;;;22002; Material informático no inventariable;2.313,32;;
;;;221;Suministros;;26.865,30;
;;;22101; Agua;6.550,00;;
;;;22102; Gas;14.200,00;;
;;;22106; Productos farmacéuticos y material sanitario;45,20;;
;;;22108; Suministros de material deportivo, didáctico y cultural;151,13;;
;;;22111; Suministros de repuestos de maquinaria, utillaje y elementos de transporte;542,93;;
;;;22112; Suministros de material electrónico, eléctrico y de comunicaciones;350,00;;
;;;22199; Otros suministros;5.026,04;;
;;;222;Comunicaciones;;68,65;
;;;22200; Servicios de telecomunicaciones;1,55;;
;;;22201; Postales y mensajería;67,10;;
;;;225;Tributos;;2.265,40;
;;;22501; Autonómicos;715,40;;
v;;;22502; Locales;1.550,00;;
;;;226;Gastos diversos;;3.585,45;
v;;;22601; Atenciones protocolarias y representativas;3,86;;
;;;22602; Publicidad y propaganda;345,71;;
;;;22603; Jurídicos, contenciosos;420,00;;
;;;22606; Reuniones, conferencias y cursos;1.842,55;;
;;;22609; Actividades culturales y deportivas;764,38;;
v;;;22611; Gastos protocolarios y representativos derivados de actos institucionales;122,70;;
;;;22699; Otros;86,25;;
;;;227;Trabajos realizados por otras empresas y profesionales;;50.836,56;
;;;22700; Limpieza y aseo;23.096,68;;
;;;22701; Seguridad;10.569,31;;
;;;22706; Estudios y trabajos técnicos;8.739,00;;
;;;22799; Otros;8.431,57;;
v;;;23;Indemnizaciones por razón del servicio;;28.384,71;
;;;230;Dietas;;19.084,87;
;;;231;Locomoción;;4.729,84;
;;;232;Traslado;;4.570,00;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;118.763,09;
 ; ;;;;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;48;A familias e instituciones sin fines de lucro;;60,00;
v;;;485;A organismos Específicos, servicios, Asociaciones, etc;;60,00;
;;;48504; Premios Ejército;60,00;;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;60,00;
 ; ;;;;;;
v;;;6;INVERSIONES REALES;;;
;;;66;Inversiones militares asociadas al funcionamiento operativo de los servicios;;7.452,28;
;;;660;Inversiones militares asociadas al funcionamiento operativo de los servicios;;7.452,28;
;;;;TOTAL INVERSIONES REALES;;7.452,28;
 ; ;;;;;;
;;;;TOTAL Administración y Servicios Generales de Defensa;;126.275,37;
 ; ;;;;;;
v;;121N;;Formación del Personal de las Fuerzas Armadas;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;20;Arrendamientos y cánones;;247,50;
;;;204;Arrendamientos de medios de transporte;;159,20;
;;;206;Arrendamientos de equipos para procesos de información;;72,80;
;;;208;Arrendamientos de otro inmovilizado material;;15,50;
v;;;22;Material, suministros y otros;;3.303,25;
;;;220;Material de oficina;;465,58;
;;;22000; Ordinario no inventariable;224,50;;
;;;22001; Prensa, revistas, libros y otras publicaciones;162,73;;
;;;22002; Material informático no inventariable;78,35;;
;;;221;Suministros;;84,10;
;;;22105; Alimentación;79,10;;
;;;22107; Suministros de carácter militar y policial;5,00;;
;;;226;Gastos diversos;;1.574,87;
;;;22606; Reuniones, conferencias y cursos;1.574,87;;
;;;227;Trabajos realizados por otras empresas y profesionales;;1.178,70;
;;;22706; Estudios y trabajos técnicos;1.016,50;;
;;;22799; Otros;162,20;;
v;;;23;Indemnizaciones por razón del servicio;;14.475,93;
;;;230;Dietas;;12.416,34;
;;;231;Locomoción;;1.730,01;
;;;233;Otras indemnizaciones;;329,58;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;18.026,68;
 ; ;;;;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;48;A familias e instituciones sin fines de lucro;;384,54;
v;;;483;Alumnos de academias;;384,54;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;384,54;
 ; ;;;;;;
;;;;TOTAL Formación del Personal de las Fuerzas Armadas;;18.411,22;
 ; ;;;;;;
v;;122A;;Modernización de las Fuerzas Armadas;;;
v;;;6;INVERSIONES REALES;;;
;;;65;Inversiones militares en infraestructura y otros bienes;;22.463,58;
;;;650;Inversiones militares en infraestructura y otros bienes;;22.463,58;
;;;;TOTAL INVERSIONES REALES;;22.463,58;
 ; ;;;;;;
;;;;TOTAL Modernización de las Fuerzas Armadas;;22.463,58;
 ; ;;;;;;
v;;122M;;Gastos Operativos de las Fuerzas Armadas;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;22;Material, suministros y otros;;84.530,26;
;;;221;Suministros;;75.073,78;
;;;22103; Combustible;8.806,98;;
;;;22104; Vestuario;29.042,50;;
;;;22105; Alimentación;36.045,10;;
;;;22106; Productos farmacéuticos y material sanitario;1.179,20;;
;;;223;Transportes;;9.456,48;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;84.530,26;
 ; ;;;;;;
;;;;TOTAL Gastos Operativos de las Fuerzas Armadas;;84.530,26;
 ; ;;;;;;
v;;122N;;Apoyo Logístico;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;21;Reparaciones, mantenimiento y conservación;;42.320,88;
;;;212;Edificios y otras construcciones;;32.557,81;
;;;213;Maquinaria, instalaciones y utillaje;;7.933,07;
;;;216;Equipos para procesos de la información;;1.830,00;
v;;;22;Material, suministros y otros;;11.242,35;
;;;221;Suministros;;11.242,35;
;;;22103; Combustible;4.439,00;;
;;;22111; Suministros de repuestos de maquinaria, utillaje y elementos de transporte;6.803,35;;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;53.563,23;
 ; ;;;;;;
v;;;6;INVERSIONES REALES;;;
;;;66;Inversiones militares asociadas al funcionamiento operativo de los servicios;;32.850,24;
;;;660;Inversiones militares asociadas al funcionamiento operativo de los servicios;;32.850,24;
;;;;TOTAL INVERSIONES REALES;;32.850,24;
 ; ;;;;;;
;;;;TOTAL Apoyo Logístico;;86.413,47;
 ; ;;;;;;
;;;;TOTAL EJÉRCITO DE TIERRA;;338.093,90;
 ; ;;;;;;
 ; ;;;;;;
v;17;;;ARMADA;;;
v;;121M;;Administración y Servicios Generales de Defensa;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;20;Arrendamientos y cánones;;132,70;
v;;;202;Arrendamientos de edificios y otras construcciones;;88,00;
;;;204;Arrendamientos de medios de transporte;;37,70;
;;;206;Arrendamientos de equipos para procesos de información;;7,00;
v;;;21;Reparaciones, mantenimiento y conservación;;121,00;
;;;212;Edificios y otras construcciones;;80,00;
;;;213;Maquinaria, instalaciones y utillaje;;41,00;
v;;;22;Material, suministros y otros;;38.757,55;
;;;220;Material de oficina;;262,00;
;;;22000; Ordinario no inventariable;138,00;;
;;;22001; Prensa, revistas, libros y otras publicaciones;124,00;;
;;;221;Suministros;;16.735,00;
;;;22100; Energía eléctrica;10.000,00;;
;;;22101; Agua;1.000,00;;
;;;22102; Gas;2.500,00;;
;;;22103; Combustible;1.000,00;;
;;;22105; Alimentación;767,00;;
;;;22106; Productos farmacéuticos y material sanitario;615,00;;
;;;22108; Suministros de material deportivo, didáctico y cultural;12,00;;
;;;22199; Otros suministros;841,00;;
;;;222;Comunicaciones;;267,00;
;;;22200; Servicios de telecomunicaciones;170,00;;
;;;22215; Comunicaciones en el exterior;5,00;;
;;;22299; Otras;92,00;;
;;;223;Transportes;;40,00;
;;;225;Tributos;;261,00;
v;;;22502; Locales;261,00;;
;;;226;Gastos diversos;;2.998,55;
v;;;22601; Atenciones protocolarias y representativas;4,68;;
;;;22602; Publicidad y propaganda;405,00;;
;;;22603; Jurídicos, contenciosos;500,00;;
;;;22606; Reuniones, conferencias y cursos;328,00;;
;;;22607; Oposiciones y pruebas selectivas;40,00;;
;;;22609; Actividades culturales y deportivas;433,87;;
v;;;22611; Gastos protocolarios y representativos derivados de actos institucionales;170,00;;
;;;22699; Otros;1.117,00;;
;;;227;Trabajos realizados por otras empresas y profesionales;;18.194,00;
;;;22700; Limpieza y aseo;9.182,00;;
;;;22701; Seguridad;1.762,00;;
;;;22706; Estudios y trabajos técnicos;3.573,00;;
;;;22799; Otros;3.677,00;;
v;;;23;Indemnizaciones por razón del servicio;;6.898,80;
;;;230;Dietas;;3.628,80;
;;;231;Locomoción;;1.370,00;
;;;232;Traslado;;1.900,00;
