Servicio;Programa;Económica;Explicación;Total (miles euros);Total (euros)
17;122M;22103;Combustible;5.300,00;5.300.000,00
17;122M;22104;Vestuario;2.412,72;2.412.720,00
17;122M;22105;Alimentación;3.813,00;3.813.000,00
17;122M;22106;Productos farmacéuticos y material sanitario;440;440.000,00
17;122M;22199;Otros suministros;1.980,00;1.980.000,00
17;122M;223;Transportes;2.329,46;2.329.460,00
—;—;—;TOTAL Programa 122M;16.275,18;16.275.180,00
17;122N;21;Reparaciones, mantenimiento y conservación;17.934,14;17.934.140,00
17;122N;212;Edificios y otras construcciones;14.545,65;14.545.650,00
17;122N;213;Maquinaria, instalaciones y utillaje;1.600,00;1.600.000,00
17;122N;214;Elementos de transporte;421;421.000,00
17;122N;215;Mobiliario y enseres;430;430.000,00
17;122N;216;Equipos para procesos de la información;937,49;937.490,00
17;122N;22;Material, suministros y otros;12.209,21;12.209.210,00
17;122N;22000;Material de oficina ordinario no inventariable;450;450.000,00
17;122N;22002;Material informático no inventariable;438;438.000,00
17;122N;22103;Combustible;1.300,00;1.300.000,00
17;122N;22104;Vestuario;388;388.000,00
17;122N;22105;Alimentación;4.487,36;4.487.360,00
17;122N;22199;Otros suministros;390,19;390.190,00
17;122N;22706;Estudios y trabajos técnicos;4.755,66;4.755.660,00
17;122N;66;Inversiones militares operativas;25.902,20;25.902.200,00
17;122N;660;Inversiones militares operativas;25.902,20;25.902.200,00
—;—;—;TOTAL Programa 122N;56.045,55;56.045.550,00
17;;;121M, 121N, 122A, 122M, 122N;179.926,81;179.926.810,00
22;121M;205;Arrendamientos de mobiliario y enseres;40;40.000,00
22;121M;212;Reparaciones en edificios y construcciones;364;364.000,00
22;121M;213;Reparaciones en maquinaria e instalaciones;105;105.000,00
22;121M;215;Reparaciones en mobiliario y enseres;30;30.000,00
22;121M;22000;Material de oficina ordinario no inventariable;14,9;14.900,00
22;121M;22001;Prensa, revistas, libros y publicaciones;2,85;2.850,00
22;121M;22100;Energía eléctrica;4.171,30;4.171.300,00
22;121M;22101;Agua;25,85;25.850,00
22;121M;22102;Gas;758,22;758.220,00
22;121M;22105;Alimentación;670,7;670.700,00
22;121M;22108;Material deportivo, didáctico y cultural;54;54.000,00
22;121M;22199;Otros suministros;891,67;891.670,00
22;121M;22200;Servicios de telecomunicaciones;0,6;600
22;121M;22601;Atenciones protocolarias y representativas;4;4.000,00
22;121M;22602;Publicidad y propaganda;14;14.000,00
22;121M;22606;Reuniones, conferencias y cursos;114,95;114.950,00
22;121M;22609;Actividades culturales y deportivas;36,3;36.300,00
22;121M;22611;Gastos institucionales protocolarios;150;150.000,00
22;121M;22699;Otros gastos diversos;10,5;10.500,00
22;121M;22700;Limpieza y aseo;642,73;642.730,00
22;121M;22701;Seguridad;338,6;338.600,00
22;121M;22706;Estudios y trabajos técnicos;4.021,50;4.021.500,00
22;121M;22799;Otros trabajos externos;1.886,08;1.886.080,00
22;121M;48504;Premios Ejército del Aire;46,5;46.500,00
22;121M;660;Inversiones militares operativas;3.926,82;3.926.820,00
—;—;—;TOTAL Programa 121M;18.321,07;18.321.070,00
22;121N;205;Arrendamientos de mobiliario y enseres;40;40.000,00
22;121N;215;Reparaciones en mobiliario y enseres;50;50.000,00
22;121N;22000;Material de oficina ordinario no inventariable;21,35;21.350,00
22;121N;22001;Prensa, revistas, libros y publicaciones;2,03;2.030,00
22;121N;22101;Agua;45,22;45.220,00
22;121N;22102;Gas;555,42;555.420,00
22;121N;22105;Alimentación;14;14.000,00
22;121N;22199;Otros suministros;154,57;154.570,00
22;121N;22200;Servicios de telecomunicaciones;2;2.000,00
22;121N;22602;Publicidad y propaganda;11,16;11.160,00
22;121N;22606;Reuniones, conferencias y cursos;2.676,40;2.676.400,00
22;121N;22607;Oposiciones y pruebas selectivas;10;10.000,00
22;121N;22700;Limpieza y aseo;850;850.000,00
22;121N;22706;Estudios y trabajos técnicos;2,27;2.270,00
22;121N;22799;Otros trabajos externos;76;76.000,00
22;121N;230;Dietas;1.160,70;1.160.700,00
22;121N;233;Otras indemnizaciones;250;250.000,00
—;—;—;TOTAL Programa 121N;5.921,12;5.921.120,00
22;122A;65;Inversiones militares en infraestructura y otros bienes;21.708,46;21.708.460,00
22;122A;650;Inversiones militares en infraestructura y otros bienes;21.708,46;21.708.460,00
—;—;—;TOTAL Programa 122A;21.708,46;21.708.460,00
22;122M;204;Arrendamientos de medios de transporte;1.763,10;1.763.100,00
22;122M;205;Arrendamientos de mobiliario y enseres;310;310.000,00
22;122M;213;Reparaciones en maquinaria e instalaciones;1.550,00;1.550.000,00
22;122M;215;Reparaciones en mobiliario y enseres;270;270.000,00
22;122M;22000;Material de oficina ordinario no inventariable;152,44;152.440,00
22;122M;22001;Prensa, revistas, libros y publicaciones;14,41;14.410,00
22;122M;22002;Material informático no inventariable;6,5;6.500,00
22;122M;22100;Energía eléctrica;604,25;604.250,00
22;122M;22101;Agua;800;800.000,00
22;122M;22102;Gas;3.866,30;3.866.300,00
22;122M;22103;Combustible;24.270,50;24.270.500,00
22;122M;22104;Vestuario;5.430,81;5.430.810,00
22;122M;22105;Alimentación;7.293,06;7.293.060,00
22;122M;22106;Productos farmacéuticos y material sanitario;500;500.000,00
22;122M;22199;Otros suministros;834,4;834.400,00
22;122M;22200;Servicios de telecomunicaciones;33,26;33.260,00
22;122M;223;Transportes;1.400,00;1.400.000,00
22;122M;22500;Tributos estatales;9,4;9.400,00
22;122M;22501;Tributos autonómicos;5,7;5.700,00
22;122M;22502;Tributos locales;111,5;111.500,00
22;122M;22602;Publicidad y propaganda;62,41;62.410,00
22;122M;22603;Jurídicos y contenciosos;161,6;161.600,00
22;122M;22606;Reuniones, conferencias y cursos;52,76;52.760,00
22;122M;22699;Otros gastos diversos;5,3;5.300,00
22;122M;22700;Limpieza y aseo;5.879,00;5.879.000,00
22;122M;22706;Estudios y trabajos técnicos;3.994,56;3.994.560,00
22;122M;22799;Otros trabajos externos;8.314,27;8.314.270,00
22;122M;230;Dietas;2.641,33;2.641.330,00
22;122M;231;Locomoción;1.478,82;1.478.820,00
22;122M;232;Traslado;210;210.000,00
22;122M;6;INVERSIONES REALES;65;65.000,00
22;122M;660;Inversiones militares operativas;65;65.000,00
—;—;—;TOTAL Programa 122M;72.090,68;72.090.680,00
22;;;121M, 121N, 122A, 122M;118.041,33;118.041.330,00
22;122N;21;Reparaciones, mantenimiento y conservación;16.174,80;16.174.800,00
22;122N;212;Edificios y otras construcciones;16.174,80;16.174.800,00
22;122N;22;Material, suministros y otros;1.400,00;1.400.000,00
22;122N;227;Trabajos realizados por otras empresas y profesionales;1.400,00;1.400.000,00
22;122N;22706;Estudios y trabajos técnicos;1.400,00;1.400.000,00
—;—;—;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;17.574,80;17.574.800,00
22;122N;66;Inversiones militares operativas;30.432,85;30.432.850,00
22;122N;660;Inversiones militares operativas;30.432,85;30.432.850,00
—;—;—;TOTAL INVERSIONES REALES;30.432,85;30.432.850,00
22;;;122N;48.007,65;48.007.650,00
50;12SC;290;Gastos corrientes en bienes y servicios. MRR;500;500.000,00
50;12SC;453;Convenios con universidades para proyectos MRR;10.000,00;10.000.000,00
50;12SC;692;Inversión nueva asociada al funcionamiento operativo. MRR;500;500.000,00
—;—;—;TOTAL Programa 12SC;11.000,00;11.000.000,00
50;42KD;690;Inversión nueva en infraestructuras y bienes de uso general. MRR;112.891,67;112.891.670,00
50;42KD;691;Inversión de reposición en infraestructuras y bienes de uso general. MRR;43.753,66;43.753.660,00
—;—;—;TOTAL Programa 42KD;156.645,33;156.645.330,00
50;000X;737;Transferencia de capital al Centro Nacional de Inteligencia;2.947,56;2.947.560,00
—;—;—;TOTAL Programa 000X;2.947,56;2.947.560,00
50;;;12SC, 42KD, 000X;170.592,89;170.592.890,00
;;;Ministerio de Defensa;12.827.177,55;12.827.177.550,00
;;230;Dietas;12.416,34;12.416.340,00
;;231;Locomoción;1.730,01;1.730.010,00
;;233;Otras indemnizaciones;329,58;329.580,00
;;—;TOTAL GASTOS CORRIENTES;18.026,68;18.026.680,00
12;122A;65;Inversiones militares en infraestructura y otros bienes;22.463,58;22.463.580,00
12;122A;650;Inversiones militares en infraestructura y otros bienes;22.463,58;22.463.580,00
—;—;—;TOTAL INVERSIONES REALES;22.463,58;22.463.580,00
—;—;—;TOTAL Modernización de las Fuerzas Armadas;22.463,58;22.463.580,00
12;122M;22;Material, suministros y otros;84.530,26;84.530.260,00
12;122M;221;Suministros;75.073,78;75.073.780,00
12;122M;22103;Combustible;8.806,98;8.806.980,00
12;122M;22104;Vestuario;29.042,50;29.042.500,00
12;122M;22105;Alimentación;36.045,10;36.045.100,00
12;122M;22106;Productos farmacéuticos y material sanitario;1.179,20;1.179.200,00
12;122M;223;Transportes;9.456,48;9.456.480,00
—;—;—;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;84.530,26;84.530.260,00
—;—;—;TOTAL Gastos Operativos de las Fuerzas Armadas;84.530,26;84.530.260,00
12;122N;21;Reparaciones, mantenimiento y conservación;42.320,88;42.320.880,00
12;122N;212;Edificios y otras construcciones;32.557,81;32.557.810,00
12;122N;213;Maquinaria, instalaciones y utillaje;7.933,07;7.933.070,00
12;122N;216;Equipos para procesos de la información;1.830,00;1.830.000,00
12;122N;22;Material, suministros y otros;11.242,35;11.242.350,00
12;122N;221;Suministros;11.242,35;11.242.350,00
12;122N;22103;Combustible;4.439,00;4.439.000,00
12;122N;22111;Repuestos de maquinaria y transporte;6.803,35;6.803.350,00
—;—;—;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;53.563,23;53.563.230,00
12;122N;66;Inversiones militares operativas;32.850,24;32.850.240,00
12;122N;660;Inversiones militares operativas;32.850,24;32.850.240,00
—;—;—;TOTAL INVERSIONES REALES;32.850,24;32.850.240,00
—;—;—;TOTAL Apoyo Logístico;86.413,47;86.413.470,00
12;;;122A, 122M, 122N;338.093,90;338.093.900,00
17;121M;202;Arrendamientos de edificios y otras construcciones;88;88.000,00
17;121M;204;Arrendamientos de medios de transporte;37,7;37.700,00
17;121M;206;Arrendamientos de equipos informáticos;7;7.000,00
17;121M;212;Reparaciones en edificios y construcciones;80;80.000,00
17;121M;213;Reparaciones en maquinaria e instalaciones;41;41.000,00
17;121M;22000;Material de oficina ordinario no inventariable;138;138.000,00
17;121M;22001;Prensa, revistas, libros y publicaciones;124;124.000,00
17;121M;22100;Energía eléctrica;10.000,00;10.000.000,00
17;121M;22101;Agua;1.000,00;1.000.000,00
17;121M;22102;Gas;2.500,00;2.500.000,00
17;121M;22103;Combustible;1.000,00;1.000.000,00
17;121M;22105;Alimentación;767;767.000,00
17;121M;22106;Productos farmacéuticos y material sanitario;615;615.000,00
17;121M;22108;Material deportivo, didáctico y cultural;12;12.000,00
17;121M;22199;Otros suministros;841;841.000,00
17;121M;22200;Servicios de telecomunicaciones;170;170.000,00
17;121M;22215;Comunicaciones en el exterior;5;5.000,00
17;121M;22299;Otras comunicaciones;92;92.000,00
17;121M;223;Transportes;40;40.000,00
17;121M;22502;Tributos locales;261;261.000,00
17;121M;22601;Atenciones protocolarias y representativas;4,68;4.680,00
17;121M;22602;Publicidad y propaganda;405;405.000,00
17;121M;22603;Jurídicos y contenciosos;500;500.000,00
17;121M;22606;Reuniones, conferencias y cursos;328;328.000,00
17;121M;22607;Oposiciones y pruebas selectivas;40;40.000,00
17;121M;22609;Actividades culturales y deportivas;433,87;433.870,00
17;121M;22611;Gastos institucionales protocolarios;170;170.000,00
17;121M;22699;Otros gastos diversos;1.117,00;1.117.000,00
17;121M;22700;Limpieza y aseo;9.182,00;9.182.000,00
17;121M;22701;Seguridad;1.762,00;1.762.000,00
17;121M;22706;Estudios y trabajos técnicos;3.573,00;3.573.000,00
17;121M;22799;Otros trabajos externos;3.677,00;3.677.000,00
17;121M;230;Dietas;3.628,80;3.628.800,00
17;121M;231;Locomoción;1.370,00;1.370.000,00
17;121M;232;Traslado;1.900,00;1.900.000,00
—;—;—;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;45.910,05;45.910.050,00
17;121M;48504;Premios Armada;30;30.000,00
17;121M;49000;Contribución a la Organización Hidrográfica Internacional;42;42.000,00
—;—;—;TOTAL TRANSFERENCIAS CORRIENTES;72;72.000,00
17;121M;660;Inversiones militares operativas;3.860,00;3.860.000,00
—;—;—;TOTAL INVERSIONES REALES;3.860,00;3.860.000,00
;;;TOTAL Programa 121M;49.842,05;49.842.050,00
17;121N;22000;Material de oficina ordinario no inventariable;34;34.000,00
17;121N;22001;Prensa, revistas, libros y otras publicaciones;31;31.000,00
17;121N;22104;Vestuario;1.300,00;1.300.000,00
17;121N;22105;Alimentación;1.385,04;1.385.040,00
17;121N;22606;Reuniones, conferencias y cursos;1.501,52;1.501.520,00
17;121N;22799;Otros trabajos realizados por empresas y profesionales;513;513.000,00
17;121N;230;Dietas;4.717,00;4.717.000,00
17;121N;233;Otras indemnizaciones;480;480.000,00
—;—;—;TOTAL Programa 121N;9.961,56;9.961.560,00
17;122A;650;Inversiones militares en infraestructura y otros bienes;47.802,47;47.802.470,00
—;—;—;TOTAL Programa 122A;47.802,47;47.802.470,00
17;122M;22103;Combustible;5.300,00;5.300.000,00
17;122M;22104;Vestuario;2.412,72;2.412.720,00
17;122M;22105;Alimentación;3.813,00;3.813.000,00
17;122M;22106;Productos farmacéuticos y material sanitario;440;440.000,00
17;122M;22199;Otros suministros;1.980,00;1.980.000,00
17;122M;223;Transportes;2.329,46;2.329.460,00
—;—;—;TOTAL Programa 122M;16.275,18;16.275.180,00
17;122N;212;Edificios y otras construcciones;14.545,65;14.545.650,00
17;122N;213;Maquinaria, instalaciones y utillaje;1.600,00;1.600.000,00
17;122N;214;Elementos de transporte;421;421.000,00
17;122N;215;Mobiliario y enseres;430;430.000,00
17;122N;216;Equipos para procesos de la información;937,49;937.490,00
17;122N;22000;Material de oficina ordinario no inventariable;450;450.000,00
17;122N;22002;Material informático no inventariable;438;438.000,00
17;122N;22103;Combustible;1.300,00;1.300.000,00
17;122N;22104;Vestuario;388;388.000,00
17;122N;22105;Alimentación;4.487,36;4.487.360,00
17;122N;22199;Otros suministros;390,19;390.190,00
17;122N;22706;Estudios y trabajos técnicos;4.755,66;4.755.660,00
17;122N;660;Inversiones militares operativas;25.902,20;25.902.200,00
—;—;—;TOTAL Programa 122N;56.045,55;56.045.550,00
17;;;121M, 121N, 122A, 122M, 122N;179.926,81;179.926.810,00
22;121M;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;14.347,75;14.347.750,00
22;121M;4;TRANSFERENCIAS CORRIENTES;46,5;46.500,00
22;121M;6;INVERSIONES REALES;3.926,82;3.926.820,00
—;—;—;TOTAL Programa 121M;18.321,07;18.321.070,00
22;121N;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;5.921,12;5.921.120,00
—;—;—;TOTAL Programa 121N;5.921,12;5.921.120,00
22;122A;6;INVERSIONES REALES;21.708,46;21.708.460,00
—;—;—;TOTAL Programa 122A;21.708,46;21.708.460,00
22;122M;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;72.025,68;72.025.680,00
22;122M;6;INVERSIONES REALES;65;65.000,00
—;—;—;TOTAL Programa 122M;72.090,68;72.090.680,00
22;122N;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;17.574,80;17.574.800,00
22;122N;6;INVERSIONES REALES;30.432,85;30.432.850,00
—;—;—;TOTAL Programa 122N;48.007,65;48.007.650,00
22;;;121M, 121N, 122A, 122M, 122N;166.048,98;166.048.980,00
50;12SC;290;Gastos corrientes en bienes y servicios. MRR;500;500.000,00
50;12SC;453;Convenios con universidades para proyectos MRR;10.000,00;10.000.000,00
50;12SC;692;Inversión nueva asociada al funcionamiento operativo. MRR;500;500.000,00
—;—;—;TOTAL Programa 12SC;11.000,00;11.000.000,00
50;42KD;690;Inversión nueva en infraestructuras y bienes de uso general. MRR;112.891,67;112.891.670,00
50;42KD;691;Inversión de reposición en infraestructuras y bienes de uso general. MRR;43.753,66;43.753.660,00
—;—;—;TOTAL Programa 42KD;156.645,33;156.645.330,00
50;000X;737;Transferencia de capital al Centro Nacional de Inteligencia;2.947,56;2.947.560,00
—;—;—;TOTAL Programa 000X;2.947,56;2.947.560,00
50;;;12SC, 42KD, 000X;170.592,89;170.592.890,00
;;;Ministerio de Defensa;12.827.177,55;12.827.177.550,00
