v;;;1;GASTOS DE PERSONAL;;
v;;;10;Altos cargos;;61,02
;;;100;Retribuciones básicas y otras remuneraciones;;61,02
;;;10000; Retribuciones básicas;18,9;
;;;10001; Retribuciones complementarias;42,12;
v;;;12;Funcionarios;;5.551,26
;;;120;Retribuciones básicas;;2.769,90
;;;12000; Sueldos del grupo A1 y grupo A;1.025,63;
;;;12001; Sueldos del grupo A2 y grupo B;398,43;
;;;12002; Sueldos del grupo C1 y grupo C;202,66;
;;;12003; Sueldos del grupo C2 y grupo D;136,54;
;;;12005; Trienios;430,63;
;;;12006; Pagas extraordinarias;576,01;
;;;121;Retribuciones complementarias;;2.781,36
;;;12100; Complemento de destino;1.378,76;
;;;12101; Complemento específico;1.402,60;
v;;;13;Laborales;;34,05
;;;130;Laboral fijo;;34,05
;;;13000; Retribuciones básicas;34,05;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;831,68
;;;160;Cuotas sociales;;831,68
v;;;16000; Seguridad Social;831,68;
;;;;TOTAL GASTOS DE PERSONAL;;6.478,01
 ; ;;;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;
v;;;47;A empresas privadas;;180
v;;;472;"Convenio de colaboración con la Fundación Dieta Mediterránea, para promocionar las características de la ""dieta mediterránea"" y los productos que la componen";;80
v;;;473;"Subvención para ""Premios Alimentos de España""";;100
v;;;48;A familias e instituciones sin fines de lucro;;250
v;;;480;Becas de formación;;250
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;430
 ; ;;;;;
v;;;6;INVERSIONES REALES;;
;;;62;Inversión nueva asociada al funcionamiento operativo de los servicios;;500
;;;620;Inversión nueva asociada al funcionamiento operativo de los servicios;;500
;;;63;Inversión de reposición asociada al funcionamiento operativo de los servicios;;950
;;;630;Inversión de reposición asociada al funcionamiento operativo de los servicios;;950
;;;64;Gastos de inversiones de carácter inmaterial;;23.213,51
;;;640;Gastos en inversiones de carácter inmaterial;;23.213,51
;;;;TOTAL INVERSIONES REALES;;24.663,51
 ; ;;;;;
v;;;7;TRANSFERENCIAS DE CAPITAL;;
v;;;75;A Comunidades Autónomas;;200
v;;;751;Subvención nominativa al Gobierno Vasco para apoyo a la Fundación Basque Culinary Center;;200
v;;;77;A empresas privadas;;600
v;;;771;Fomento del cooperativismo agrario para la estructuración de la oferta;;600
v;;;78;A familias e instituciones sin fines de lucro;;2.015,73
v;;;785;Convenios de colaboración con Entidades sin ánimo de lucro.;;2.015,73
v;;;78500; Convenio de colaboración con la Federación Española de Industrias de la Alimentación y Bebidas (FIAB), para la ejecución de actuaciones de fomento, innovación y fortalecimiento del sector industrial agroalimentario;754,48;
v;;;78501; Convenio Marco de colaboración con Cooperativas Agroalimentarias de España;1.261,25;
;;;;TOTAL TRANSFERENCIAS DE CAPITAL;;2.815,73
 ; ;;;;;
;;;;TOTAL Competitividad industria agroalimentaria y calidad alimentaria;;34.387,25
 ; ;;;;;
;;;;TOTAL DIRECCIÓN GENERAL DE ALIMENTACIÓN;;34.387,25
 ; ;;;;;
 ; ;;;;;
v;08;;;DIRECCIÓN GENERAL DE DESARROLLO RURAL, INNOVACIÓN Y FORMACIÓN AGROALIMENTARIA;;
v;;414A;;Gestión de recursos hídricos para el regadío, caminos naturales y otras infraestructuras rurales;;
v;;;1;GASTOS DE PERSONAL;;
v;;;12;Funcionarios;;1.420,62
;;;120;Retribuciones básicas;;655,1
;;;12000; Sueldos del grupo A1 y grupo A;267,55;
;;;12001; Sueldos del grupo A2 y grupo B;102,82;
;;;12002; Sueldos del grupo C1 y grupo C;28,95;
;;;12003; Sueldos del grupo C2 y grupo D;32,13;
;;;12005; Trienios;82,14;
;;;12006; Pagas extraordinarias;141,51;
;;;121;Retribuciones complementarias;;765,52
;;;12100; Complemento de destino;358;
;;;12101; Complemento específico;407,52;
v;;;13;Laborales;;185,21
;;;130;Laboral fijo;;155,7
;;;13000; Retribuciones básicas;142,27;
;;;13001; Otras remuneraciones;13,43;
;;;131;Laboral eventual;;29,51
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;224,7
;;;160;Cuotas sociales;;224,7
v;;;16000; Seguridad Social;224,7;
;;;;TOTAL GASTOS DE PERSONAL;;1.830,53
 ; ;;;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;
v;;;48;A familias e instituciones sin fines de lucro;;100
v;;;484;Federación Nacional de Comunidades de Regantes de España (FENACORE) para gastos de formación, asesoramiento y apoyo a las Comunidades de Regantes de España;;100
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;100
 ; ;;;;;
v;;;6;INVERSIONES REALES;;
;;;60;Inversión nueva en infraestructuras y bienes destinados al uso general;;43.532,47
;;;601;Otras;;43.532,47
;;;61;Inversión de reposición en infraestructuras y bienes destinados al uso general;;9.859,00
;;;611;Otras;;9.859,00
;;;64;Gastos de inversiones de carácter inmaterial;;4.630,47
;;;640;Gastos en inversiones de carácter inmaterial;;2.500,47
;;;641;Inversiones inmateriales relacionadas con las inversiones en infraestructuras rurales;;2.130,00
;;;;TOTAL INVERSIONES REALES;;58.021,94
 ; ;;;;;
v;;;7;TRANSFERENCIAS DE CAPITAL;;
v;;;76;A Entidades Locales;;198
v;;;760;A ayuntamientos, diputaciones y otros entes locales;;198
v;;;76002; Ayuntamiento de Castellar de la Ribera para asfaltar y adecuar varios caminos del municipio;108;
v;;;76003; Entidad Municipal Descentralizada de San Martín de Torruella (Municipio de San Juan de Torruella). Mantenimiento camino rural Vilaclara;90;
;;;;TOTAL TRANSFERENCIAS DE CAPITAL;;198
 ; ;;;;;
v;;;8;ACTIVOS FINANCIEROS;;
v;;;85;Adquisición de acciones y participaciones del Sector Público;;96.872,10
v;;;851;Sociedad Estatal de Infraestructuras Agrarias, S.A. (SEIASA);;96.872,10
;;;;TOTAL ACTIVOS FINANCIEROS;;96.872,10
 ; ;;;;;
;;;;TOTAL Gestión de recursos hídricos para el regadío, caminos naturales y otras infraestructuras rurales;;157.022,57
 ; ;;;;;
v;;414B;;Desarrollo del medio rural;;
v;;;1;GASTOS DE PERSONAL;;
v;;;10;Altos cargos;;61,02
;;;100;Retribuciones básicas y otras remuneraciones;;61,02
;;;10000; Retribuciones básicas;18,9;
;;;10001; Retribuciones complementarias;42,12;
v;;;12;Funcionarios;;3.435,68
;;;120;Retribuciones básicas;;1.580,74
;;;12000; Sueldos del grupo A1 y grupo A;639,16;
;;;12001; Sueldos del grupo A2 y grupo B;179,94;
;;;12002; Sueldos del grupo C1 y grupo C;125,45;
;;;12003; Sueldos del grupo C2 y grupo D;88,35;
;;;12005; Trienios;205,52;
;;;12006; Pagas extraordinarias;342,32;
;;;121;Retribuciones complementarias;;1.854,94
;;;12100; Complemento de destino;865,95;
;;;12101; Complemento específico;988,99;
v;;;13;Laborales;;18,08
;;;130;Laboral fijo;;18,08
;;;13000; Retribuciones básicas;17,21;
;;;13001; Otras remuneraciones;0,87;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;420,65
;;;160;Cuotas sociales;;420,65
v;;;16000; Seguridad Social;420,65;
;;;;TOTAL GASTOS DE PERSONAL;;3.935,43
 ; ;;;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;
v;;;48;A familias e instituciones sin fines de lucro;;6.341,40
v;;;480;Becas de formación en materia de desarrollo rural;;211,6
v;;;481;Fomento de asociacionismo;;200
v;;;48100; Red Estatal de Desarrollo Rural para acciones de promoción del desarrollo rural integral y sostenible;70;
v;;;48101; Red Española de Desarrollo Rural para acciones de promoción del desarrollo rural integral y sostenible;130;
v;;;482;Centro Nacional de Tecnología y Seguridad Alimentaria (CNTA);;300
v;;;485;Promoción de actuaciones de la mujer rural;;2.450,00
;;;48501; Ayudas a entidades de mujeres rurales de ámbito nacional;500;
;;;48502; Premios de excelencia para mujeres del medio rural;150;
;;;48504; Ayudas a explotaciones en titularidad compartida;1.800,00;
v;;;488;Ayudas a la formación profesional agraria en cursos y estancias;;1.979,80
v;;;489;Ayudas Programa Cultiva;;1.200,00
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;6.341,40
 ; ;;;;;
v;;;6;INVERSIONES REALES;;
;;;64;Gastos de inversiones de carácter inmaterial;;4.660,10
;;;640;Gastos en inversiones de carácter inmaterial;;4.660,10
;;;;TOTAL INVERSIONES REALES;;4.660,10
 ; ;;;;;
v;;;7;TRANSFERENCIAS DE CAPITAL;;
v;;;75;A Comunidades Autónomas;;158.710,01
v;;;758;A la Fundación Ciudad del Envase y el Embalaje;;500
v;;;759;Aportación AGE a intervenciones y medidas FEADER;;158.210,01
v;;;78;A familias e instituciones sin fines de lucro;;591,15
v;;;783;Programas de formación y asesoramiento;;591,15
;;;78301; Establecimiento de programas de formación y asesoramiento en digitalización por entidades sin ánimo de lucro;591,15;
;;;;TOTAL TRANSFERENCIAS DE CAPITAL;;159.301,16
 ; ;;;;;
v;;;8;ACTIVOS FINANCIEROS;;
v;;;82;Concesión de préstamos al Sector Público;;15.000,00
v;;;821;Préstamos a largo plazo;;15.000,00
v;;;82106; A ENISA. Disposición adicional sexagésima segunda de la Ley 11/2020, de 30 de diciembre, de Presupuestos Generales del Estado para el año 2021;15.000,00;
;;;;TOTAL ACTIVOS FINANCIEROS;;15.000,00
 ; ;;;;;
;;;;TOTAL Desarrollo del medio rural;;189.238,09
 ; ;;;;;
;;;;TOTAL DIRECCIÓN GENERAL DE DESARROLLO RURAL, INNOVACIÓN Y FORMACIÓN AGROALIMENTARIA;;346.260,66
 ; ;;;;;
 ; ;;;;;
v;09;;;SECRETARÍA GENERAL DE PESCA;;
v;;411M;;Dirección y Servicios Generales de Agricultura, Pesca y Alimentación;;
v;;;1;GASTOS DE PERSONAL;;
v;;;10;Altos cargos;;71,15
;;;100;Retribuciones básicas y otras remuneraciones;;71,15
;;;10000; Retribuciones básicas;19,33;
;;;10001; Retribuciones complementarias;51,82;
v;;;12;Funcionarios;;1.483,12
;;;120;Retribuciones básicas;;681,17
;;;12000; Sueldos del grupo A1 y grupo A;193,23;
;;;12001; Sueldos del grupo A2 y grupo B;115,67;
;;;12002; Sueldos del grupo C1 y grupo C;77,2;
;;;12003; Sueldos del grupo C2 y grupo D;48,19;
;;;12005; Trienios;101,45;
;;;12006; Pagas extraordinarias;145,43;
;;;121;Retribuciones complementarias;;801,95
;;;12100; Complemento de destino;361,91;
;;;12101; Complemento específico;440,04;
v;;;13;Laborales;;65,96
;;;130;Laboral fijo;;65,96
;;;13000; Retribuciones básicas;65,06;
;;;13001; Otras remuneraciones;0,9;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;210,5
;;;160;Cuotas sociales;;210,5
v;;;16000; Seguridad Social;210,5;
;;;;TOTAL GASTOS DE PERSONAL;;1.830,73
 ; ;;;;;
;;;;TOTAL Dirección y Servicios Generales de Agricultura, Pesca y Alimentación;;1.830,73
 ; ;;;;;
;;;;TOTAL SECRETARÍA GENERAL DE PESCA;;1.830,73
 ; ;;;;;
 ; ;;;;;
v;10;;;DIRECCIÓN GENERAL DE PESCA SOSTENIBLE;;
v;;415A;;Protección de los recursos pesqueros y desarrollo sostenible;;
v;;;1;GASTOS DE PERSONAL;;
v;;;10;Altos cargos;;61,02
;;;100;Retribuciones básicas y otras remuneraciones;;61,02
;;;10000; Retribuciones básicas;18,9;
;;;10001; Retribuciones complementarias;42,12;
v;;;12;Funcionarios;;2.002,09
;;;120;Retribuciones básicas;;918,28
;;;12000; Sueldos del grupo A1 y grupo A;445,92;
;;;12001; Sueldos del grupo A2 y grupo B;77,12;
;;;12002; Sueldos del grupo C1 y grupo C;48,25;
;;;12003; Sueldos del grupo C2 y grupo D;32,13;
;;;12005; Trienios;118,51;
;;;12006; Pagas extraordinarias;196,35;
;;;121;Retribuciones complementarias;;1.083,81
;;;12100; Complemento de destino;493,13;
;;;12101; Complemento específico;590,68;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;249,97
;;;160;Cuotas sociales;;249,97
v;;;16000; Seguridad Social;249,97;
;;;;TOTAL GASTOS DE PERSONAL;;2.313,08
 ; ;;;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;
v;;;48;A familias e instituciones sin fines de lucro;;119,56
v;;;485;Becas de formación técnica y práctica en el área de pesca marítima;;119,56
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;119,56
 ; ;;;;;
v;;;6;INVERSIONES REALES;;
;;;62;Inversión nueva asociada al funcionamiento operativo de los servicios;;6
;;;620;Inversión nueva asociada al funcionamiento operativo de los servicios;;6
;;;63;Inversión de reposición asociada al funcionamiento operativo de los servicios;;822
;;;630;Inversión de reposición asociada al funcionamiento operativo de los servicios;;822
;;;64;Gastos de inversiones de carácter inmaterial;;20.810,00
;;;640;Gastos en inversiones de carácter inmaterial;;20.810,00
;;;;TOTAL INVERSIONES REALES;;21.638,00
 ; ;;;;;
v;;;7;TRANSFERENCIAS DE CAPITAL;;
v;;;78;A familias e instituciones sin fines de lucro;;300
v;;;781;Fundación AZTI. Desarrollo de actividades de investigación en áreas relacionadas con la alimentación, la pesca y la oceanografía;;300
;;;;TOTAL TRANSFERENCIAS DE CAPITAL;;300
 ; ;;;;;
;;;;TOTAL Protección de los recursos pesqueros y desarrollo sostenible;;24.370,64
 ; ;;;;;
;;;;TOTAL DIRECCIÓN GENERAL DE PESCA SOSTENIBLE;;24.370,64
 ; ;;;;;
 ; ;;;;;
v;11;;;DIRECCIÓN GENERAL DE ORDENACIÓN PESQUERA Y ACUICULTURA;;
v;;415B;;Mejora de estructuras y mercados pesqueros;;
v;;;1;GASTOS DE PERSONAL;;
v;;;10;Altos cargos;;61,02
;;;100;Retribuciones básicas y otras remuneraciones;;61,02
;;;10000; Retribuciones básicas;18,9;
;;;10001; Retribuciones complementarias;42,12;
v;;;12;Funcionarios;;4.212,99
;;;120;Retribuciones básicas;;2.033,74
;;;12000; Sueldos del grupo A1 y grupo A;401,33;
;;;12001; Sueldos del grupo A2 y grupo B;784,02;
;;;12002; Sueldos del grupo C1 y grupo C;164,05;
;;;12003; Sueldos del grupo C2 y grupo D;48,19;
;;;12005; Trienios;201,9;
;;;12006; Pagas extraordinarias;434,25;
;;;121;Retribuciones complementarias;;2.179,25
;;;12100; Complemento de destino;1.057,95;
;;;12101; Complemento específico;1.121,30;
v;;;13;Laborales;;37,58
;;;130;Laboral fijo;;37,58
;;;13000; Retribuciones básicas;36,71;
;;;13001; Otras remuneraciones;0,87;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;830,5
;;;160;Cuotas sociales;;830,5
v;;;16000; Seguridad Social;830,5;
;;;;TOTAL GASTOS DE PERSONAL;;5.142,09
 ; ;;;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;
v;;;44;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;300
v;;;441;Ayudas a la Fundación Biodiversidad para el mantenimiento de las actividades del Observatorio Español de Acuicultura (OESA);;300
v;;;48;A familias e instituciones sin fines de lucro;;698,24
v;;;483;Ayudas al fomento y apoyo del asociacionismo pesquero;;550
v;;;484;Ayudas a la acuicultura;;20
v;;;487;Becas formación en el área de ordenación pesquera;;100
v;;;488;Becas de perfeccionamiento en comercialización pesquera;;28,24
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;998,24
 ; ;;;;;
v;;;6;INVERSIONES REALES;;
;;;62;Inversión nueva asociada al funcionamiento operativo de los servicios;;5
;;;620;Inversión nueva asociada al funcionamiento operativo de los servicios;;5
;;;63;Inversión de reposición asociada al funcionamiento operativo de los servicios;;150
;;;630;Inversión de reposición asociada al funcionamiento operativo de los servicios;;150
;;;64;Gastos de inversiones de carácter inmaterial;;22.424,00
;;;640;Gastos en inversiones de carácter inmaterial;;22.424,00
;;;;TOTAL INVERSIONES REALES;;22.579,00
 ; ;;;;;
v;;;7;TRANSFERENCIAS DE CAPITAL;;
v;;;74;A Sociedades, Entidades Públicas Empresariales, Fundaciones y resto de entidades del Sector Público Estatal;;514
v;;;742;Planes Nacionales de cultivos;;514
v;;;75;A Comunidades Autónomas;;13.100,00
v;;;755;Programa Operativo FEMP (Fondo Europeo Marítimo y de la Pesca) a CC.AA.;;13.100,00
v;;;77;A empresas privadas;;20.010,83
v;;;772;Ayudas desarrollo nueva OCM, productos pesqueros;;18.635,83
v;;;774;Ayudas a programas operativos de la Unión Europea;;375
v;;;777;Ayudas para compensar los efectos del Covid-19;;1.000,00
;;;;TOTAL TRANSFERENCIAS DE CAPITAL;;33.624,83
 ; ;;;;;
;;;;TOTAL Mejora de estructuras y mercados pesqueros;;62.344,16
 ; ;;;;;
;;;;TOTAL DIRECCIÓN GENERAL DE ORDENACIÓN PESQUERA Y ACUICULTURA;;62.344,16
 ; ;;;;;
 ; ;;;;;
;;;;TOTAL MINISTERIO DE AGRICULTURA, PESCA Y ALIMENTACIÓN;;1.079.852,46
