;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO;
;;
;;
;Sección: 26 MINISTERIO DE SANIDAD;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
;Servicio;Programa;Económica;Explicación;;Total;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;6.355,70;
 ; ;;;;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;45;A Comunidades Autónomas;;112.593,00;
v;;;450;Programa de reasentamiento y reubicación de refugiados. Consejo de Justicia y Asuntos de Interior de la U.E.(J.A.I.);;1.750,00;
v;;;452;A Comunidades Autónomas, para el impulso de la ampliación de los servicios de salud bucodental en la cartera de servicios del SNS;;68.058,00;
v;;;453;Fondo de Equidad - Fondo de Cohesión Sanitaria;;37.460,00;
;;;45302; Fondo de Equidad - Fondo de Cohesión Sanitaria: Compensación por la Asistencia Sanitaria a pacientes residentes en España derivados entre Comunidades Autónomas para su atención en centros, servicios y unidades de referencia del S.N.S.;37.460,00;;
v;;;457;A Comunidades Autónomas, para el desarrollo del plan anual de trabajo de la Red Española de Agencias de Evaluación de Tecnologías Sanitarias y Prestaciones del Sistema Nacional de Salud;;5.325,00;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;112.593,00;
 ; ;;;;;;
v;;;6;INVERSIONES REALES;;;
;;;62;Inversión nueva asociada al funcionamiento operativo de los servicios;;24.303,00;
;;;620;Inversión nueva asociada al funcionamiento operativo de los servicios;;24.303,00;
;;;64;Gastos de inversiones de carácter inmaterial;;3,00;
;;;640;Gastos en inversiones de carácter inmaterial;;3,00;
;;;;TOTAL INVERSIONES REALES;;24.306,00;
 ; ;;;;;;
;;;;TOTAL Prestaciones sanitarias y farmacia;;147.492,30;
 ; ;;;;;;
v;;000X;;Transferencias y libramientos internos;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;41;A Organismos Autónomos;;824,51;
v;;;411;Al Instituto de Salud Carlos III para el desarrollo de las actividades de la Agencia de Evaluación de Tecnologías Sanitarias;;824,51;
v;;;42;A la Seguridad Social;;283.047,94;
v;;;421;Aportación del Estado a la Tesorería General de la Seguridad Social para financiar las operaciones corrientes del Instituto Nacional de Gestión Sanitaria;;276.753,91;
v;;;422;Aportación al Instituto Nacional de Gestión Sanitaria para compensación de saldos y gastos por la atención a pacientes derivados a otras comunidades autonomas para asegurar la cohesión del SNS;;5.732,02;
v;;;423;Aportación al Instituto Nacional de Gestión Sanitaria para el desarrollo del Plan de Calidad del Sistema Nacional de Salud, en las Ciudades de Ceuta y Melilla (por incremento de la población protegida);;556,00;
v;;;425;Al Instituto Nacional de Gestión Sanitaria por la prestación de servicios sanitarios a terceros obligados al pago;;6,01;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;283.872,45;
 ; ;;;;;;
v;;;7;TRANSFERENCIAS DE CAPITAL;;;
v;;;72;A la Seguridad Social;;22.097,35;
v;;;721;Aportación del Estado a la Tesorería General de la Seguridad Social para financiar las operaciones de capital del Instituto Nacional de Gestión Sanitaria;;22.097,35;
;;;;TOTAL TRANSFERENCIAS DE CAPITAL;;22.097,35;
 ; ;;;;;;
;;;;TOTAL Transferencias y libramientos internos;;305.969,80;
 ; ;;;;;;
;;;;TOTAL DIRECCIÓN GENERAL DE CARTERA COMÚN DE SERVICIOS DEL SISTEMA NACIONAL DE SALUD Y FARMACIA;;453.462,10;
 ; ;;;;;;
 ; ;;;;;;
v;12;;;DIRECCIÓN GENERAL DE ORDENACIÓN PROFESIONAL;;;
v;;311O;;Políticas de Salud y Ordenación Profesional;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;10;Altos cargos;;61,04;
;;;100;Retribuciones básicas y otras remuneraciones;;61,04;
;;;10000; Retribuciones básicas;18,91;;
;;;10001; Retribuciones complementarias;42,13;;
v;;;12;Funcionarios;;2.760,18;
;;;120;Retribuciones básicas;;1.391,47;
;;;12000; Sueldos del grupo A1 y grupo A;321,29;;
;;;12001; Sueldos del grupo A2 y grupo B;214,92;;
;;;12002; Sueldos del grupo C1 y grupo C;188,37;;
;;;12003; Sueldos del grupo C2 y grupo D;149,20;;
;;;12005; Trienios;250,00;;
;;;12006; Pagas extraordinarias;267,69;;
;;;121;Retribuciones complementarias;;1.368,71;
;;;12100; Complemento de destino;609,83;;
;;;12101; Complemento específico;758,88;;
v;;;13;Laborales;;110,55;
;;;130;Laboral fijo;;110,55;
;;;13000; Retribuciones básicas;81,88;;
;;;13001; Otras remuneraciones;28,67;;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;439,99;
;;;160;Cuotas sociales;;439,99;
v;;;16000; Seguridad Social;439,99;;
;;;;TOTAL GASTOS DE PERSONAL;;3.371,76;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;22;Material, suministros y otros;;1.897,97;
;;;223;Transportes;;0,10;
;;;226;Gastos diversos;;1.397,87;
;;;22603; Jurídicos, contenciosos;0,10;;
;;;22606; Reuniones, conferencias y cursos;50,00;;
;;;22607; Oposiciones y pruebas selectivas;1.347,67;;
;;;22699; Otros;0,10;;
;;;227;Trabajos realizados por otras empresas y profesionales;;500,00;
;;;22706; Estudios y trabajos técnicos;500,00;;
v;;;23;Indemnizaciones por razón del servicio;;1.270,10;
;;;230;Dietas;;280,00;
;;;231;Locomoción;;500,00;
;;;232;Traslado;;0,10;
;;;233;Otras indemnizaciones;;490,00;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;3.168,07;
 ; ;;;;;;
v;;;6;INVERSIONES REALES;;;
;;;62;Inversión nueva asociada al funcionamiento operativo de los servicios;;3,00;
;;;620;Inversión nueva asociada al funcionamiento operativo de los servicios;;3,00;
;;;64;Gastos de inversiones de carácter inmaterial;;3,00;
;;;640;Gastos en inversiones de carácter inmaterial;;3,00;
;;;;TOTAL INVERSIONES REALES;;6,00;
 ; ;;;;;;
;;;;TOTAL Políticas de Salud y Ordenación Profesional;;6.545,83;
 ; ;;;;;;
;;;;TOTAL DIRECCIÓN GENERAL DE ORDENACIÓN PROFESIONAL;;6.545,83;
 ; ;;;;;;
 ; ;;;;;;
v;18;;;DELEGACIÓN DEL GOBIERNO PARA EL PLAN NACIONAL SOBRE DROGAS;;;
v;;231A;;Plan Nacional sobre Drogas;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;10;Altos cargos;;61,04;
;;;100;Retribuciones básicas y otras remuneraciones;;61,04;
;;;10000; Retribuciones básicas;18,91;;
;;;10001; Retribuciones complementarias;42,13;;
v;;;12;Funcionarios;;2.317,39;
;;;120;Retribuciones básicas;;1.145,50;
;;;12000; Sueldos del grupo A1 y grupo A;320,78;;
;;;12001; Sueldos del grupo A2 y grupo B;191,04;;
;;;12002; Sueldos del grupo C1 y grupo C;98,67;;
;;;12003; Sueldos del grupo C2 y grupo D;89,52;;
;;;12005; Trienios;230,00;;
;;;12006; Pagas extraordinarias;215,49;;
;;;121;Retribuciones complementarias;;1.171,89;
;;;12100; Complemento de destino;491,50;;
;;;12101; Complemento específico;680,39;;
v;;;13;Laborales;;116,66;
;;;130;Laboral fijo;;116,66;
;;;13000; Retribuciones básicas;80,47;;
;;;13001; Otras remuneraciones;36,19;;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;345,49;
;;;160;Cuotas sociales;;345,49;
v;;;16000; Seguridad Social;345,49;;
;;;;TOTAL GASTOS DE PERSONAL;;2.840,58;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;21;Reparaciones, mantenimiento y conservación;;72,00;
;;;212;Edificios y otras construcciones;;5,00;
;;;213;Maquinaria, instalaciones y utillaje;;60,00;
;;;215;Mobiliario y enseres;;7,00;
v;;;22;Material, suministros y otros;;926,73;
;;;220;Material de oficina;;92,86;
;;;22000; Ordinario no inventariable;20,00;;
;;;22001; Prensa, revistas, libros y otras publicaciones;68,86;;
;;;22002; Material informático no inventariable;4,00;;
;;;221;Suministros;;92,00;
;;;22100; Energía eléctrica;60,00;;
;;;22101; Agua;2,00;;
;;;22103; Combustible;15,00;;
;;;22199; Otros suministros;15,00;;
;;;226;Gastos diversos;;71,00;
;;;22602; Publicidad y propaganda;10,00;;
;;;22606; Reuniones, conferencias y cursos;50,00;;
v;;;22611; Gastos protocolarios y representativos derivados de actos institucionales;11,00;;
;;;227;Trabajos realizados por otras empresas y profesionales;;670,87;
;;;22700; Limpieza y aseo;1,82;;
;;;22701; Seguridad;43,10;;
;;;22706; Estudios y trabajos técnicos;595,95;;
v;;;22711; Para actividades de prevención, investigación, persecución y represión de los delitos relacionados con el tráfico de drogas y demás fines a que se refiere la Ley 17/2003, de 29 de mayo;3,00;;
;;;22712; Para toda clase de gastos derivados de la gestión y administración del Fondo de Bienes Decomisados creado por Ley 17/2003, de 29 de mayo;24,00;;
;;;22799; Otros;3,00;;
v;;;23;Indemnizaciones por razón del servicio;;94,85;
;;;230;Dietas;;24,35;
;;;231;Locomoción;;40,50;
;;;233;Otras indemnizaciones;;30,00;
v;;;24;Gastos de publicaciones;;37,00;
;;;240;Gastos de edición y distribución;;37,00;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;1.130,58;
 ; ;;;;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;45;A Comunidades Autónomas;;9.522,40;
v;;;451;Para toda clase de gastos que origine el desarrollo de la Estrategia Nacional sobre Drogas en los programas autonómicos derivados del Plan Nacional sobre Drogas ;;3.270,16;
v;;;452;Para toda clase de gastos que originen los programas de prevención de drogodependencias desarrollados en el marco de la Estrategia Nacional sobre Drogas;;3.962,63;
v;;;454;Para toda clase de gastos derivados del desarrollo del Observatorio Español de las Drogas y las Adicciones;;1.033,29;
v;;;456;Para toda clase de gastos derivados de programas de rehabilitación-reinserción de toxicómanos con problemas juridicopenales;;1.253,32;
v;;;458;Para actividades de las Comunidades y Ciudades Autónomas en aplicación de la Ley 17/2003;;3,00;
v;;;46;A Entidades Locales;;3,00;
v;;;462;A CC.LL. en aplicación de la Ley 17/2003;;3,00;
v;;;48;A familias e instituciones sin fines de lucro;;1.002,49;
v;;;481;A ONGs sin ánimo de lucro, de ámbito estatal, para el desarrollo de programas supracomunitarios en el marco de prioridades del Plan Nacional sobre Drogas;;996,49;
v;;;482;Programas desarrollados por ONGs de ámbito estatal, financiados a través del Fondo creado por la Ley 17/2003;;3,00;
v;;;483;A la Federación Española de Municipios y Provincias para el desarrollo de programas sobre drogodependencias financiados a través del Fondo creado por la Ley 17/2003;;3,00;
v;;;49;Al exterior;;3,00;
v;;;492;Programas de cooperación internacional en aplicación de la Ley 17/2003;;3,00;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;10.530,89;
 ; ;;;;;;
v;;;7;TRANSFERENCIAS DE CAPITAL;;;
v;;;75;A Comunidades Autónomas;;125,17;
v;;;751;A Comunidades Autónomas, para proyectos de investigación;;125,17;
v;;;78;A familias e instituciones sin fines de lucro;;484,62;
v;;;781;Para proyectos de investigación;;484,62;
;;;;TOTAL TRANSFERENCIAS DE CAPITAL;;609,79;
 ; ;;;;;;
;;;;TOTAL Plan Nacional sobre Drogas;;15.111,84;
 ; ;;;;;;
;;;;TOTAL DELEGACIÓN DEL GOBIERNO PARA EL PLAN NACIONAL SOBRE DROGAS;;15.111,84;
 ; ;;;;;;
 ; ;;;;;;
;;;;TOTAL MINISTERIO DE SANIDAD;;1.271.959,23;
;;



