;PRESUPUESTOS GENERALES DEL ESTADO;
;ESTADO;
;;
;;
;Sección: 15 MINISTERIO DE HACIENDA;
;PRESUPUESTO 2023-P;
;
;(Miles de euros);
;
;Servicio;Programa;Económica;Explicación;;Total;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;278,84;
 ; ;;;;;;
v;;;6;INVERSIONES REALES;;;
;;;63;Inversión de reposición asociada al funcionamiento operativo de los servicios;;34,31;
;;;630;Inversión de reposición asociada al funcionamiento operativo de los servicios;;34,31;
;;;;TOTAL INVERSIONES REALES;;34,31;
 ; ;;;;;;
;;;;TOTAL Política tributaria;;5.969,21;
 ; ;;;;;;
;;;;TOTAL DIRECCIÓN GENERAL DE TRIBUTOS;;5.969,21;
 ; ;;;;;;
 ; ;;;;;;
v;08;;;DIRECCIÓN GENERAL DEL CATASTRO;;;
v;;932M;;Gestión del catastro inmobiliario;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;10;Altos cargos;;61,05;
;;;100;Retribuciones básicas y otras remuneraciones;;61,05;
;;;10000; Retribuciones básicas;18,92;;
;;;10001; Retribuciones complementarias;42,13;;
v;;;12;Funcionarios;;76.432,11;
;;;120;Retribuciones básicas;;38.157,32;
;;;12000; Sueldos del grupo A1 y grupo A;8.615,27;;
;;;12001; Sueldos del grupo A2 y grupo B;8.393,78;;
;;;12002; Sueldos del grupo C1 y grupo C;5.244,04;;
;;;12003; Sueldos del grupo C2 y grupo D;2.973,63;;
;;;12004; Sueldos personal de agrupaciones profesionales y grupo E;7,36;;
;;;12005; Trienios;6.194,88;;
;;;12006; Pagas extraordinarias;6.728,36;;
;;;121;Retribuciones complementarias;;38.274,79;
;;;12100; Complemento de destino;16.199,21;;
;;;12101; Complemento específico;21.735,20;;
;;;12102; Indemnización por residencia;340,38;;
v;;;13;Laborales;;1.603,06;
;;;130;Laboral fijo;;1.603,06;
;;;13000; Retribuciones básicas;1.499,45;;
;;;13001; Otras remuneraciones;103,61;;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;6.700,00;
;;;160;Cuotas sociales;;6.700,00;
v;;;16000; Seguridad Social;6.700,00;;
;;;;TOTAL GASTOS DE PERSONAL;;84.796,22;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;21;Reparaciones, mantenimiento y conservación;;2.733,15;
;;;215;Mobiliario y enseres;;18,54;
;;;216;Equipos para procesos de la información;;2.714,61;
v;;;22;Material, suministros y otros;;3.713,35;
;;;220;Material de oficina;;221,12;
;;;22001; Prensa, revistas, libros y otras publicaciones;2,54;;
;;;22002; Material informático no inventariable;218,58;;
;;;226;Gastos diversos;;100,08;
v;;;22601; Atenciones protocolarias y representativas;2,34;;
;;;22602; Publicidad y propaganda;61,22;;
;;;22603; Jurídicos, contenciosos;11,52;;
;;;22606; Reuniones, conferencias y cursos;25,00;;
;;;227;Trabajos realizados por otras empresas y profesionales;;3.392,15;
;;;22706; Estudios y trabajos técnicos;3.392,15;;
v;;;23;Indemnizaciones por razón del servicio;;332,26;
;;;230;Dietas;;144,81;
;;;231;Locomoción;;187,45;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;6.778,76;
 ; ;;;;;;
v;;;3;GASTOS FINANCIEROS;;;
v;;;35;Intereses de demora y otros gastos financieros;;50,67;
v;;;352;Intereses de demora;;50,67;
;;;;TOTAL GASTOS FINANCIEROS;;50,67;
 ; ;;;;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;49;Al exterior;;24,94;
v;;;493;Cuota a EUROGEOGRAPHICS;;24,94;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;24,94;
 ; ;;;;;;
v;;;6;INVERSIONES REALES;;;
;;;63;Inversión de reposición asociada al funcionamiento operativo de los servicios;;5.286,18;
;;;630;Inversión de reposición asociada al funcionamiento operativo de los servicios;;5.286,18;
;;;64;Gastos de inversiones de carácter inmaterial;;17.101,16;
;;;640;Gastos en inversiones de carácter inmaterial;;17.101,16;
;;;;TOTAL INVERSIONES REALES;;22.387,34;
 ; ;;;;;;
;;;;TOTAL Gestión del catastro inmobiliario;;114.037,93;
 ; ;;;;;;
;;;;TOTAL DIRECCIÓN GENERAL DEL CATASTRO;;114.037,93;
 ; ;;;;;;
 ; ;;;;;;
v;09;;;TRIBUNAL ECONÓMICO-ADMINISTRATIVO CENTRAL;;;
v;;932N;;Resolución de reclamaciones económico-administrativas;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;10;Altos cargos;;61,05;
;;;100;Retribuciones básicas y otras remuneraciones;;61,05;
;;;10000; Retribuciones básicas;18,92;;
;;;10001; Retribuciones complementarias;42,13;;
v;;;12;Funcionarios;;27.200,77;
;;;120;Retribuciones básicas;;12.334,39;
;;;12000; Sueldos del grupo A1 y grupo A;2.311,38;;
;;;12001; Sueldos del grupo A2 y grupo B;2.853,32;;
;;;12002; Sueldos del grupo C1 y grupo C;1.524,75;;
;;;12003; Sueldos del grupo C2 y grupo D;1.088,29;;
;;;12004; Sueldos personal de agrupaciones profesionales y grupo E;7,36;;
;;;12005; Trienios;2.357,03;;
;;;12006; Pagas extraordinarias;2.192,26;;
;;;121;Retribuciones complementarias;;14.866,38;
;;;12100; Complemento de destino;5.434,34;;
;;;12101; Complemento específico;9.325,70;;
;;;12102; Indemnización por residencia;106,34;;
v;;;13;Laborales;;552,67;
;;;130;Laboral fijo;;552,67;
;;;13000; Retribuciones básicas;519,39;;
;;;13001; Otras remuneraciones;33,28;;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;1.450,00;
;;;160;Cuotas sociales;;1.450,00;
v;;;16000; Seguridad Social;1.450,00;;
;;;;TOTAL GASTOS DE PERSONAL;;29.264,49;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;21;Reparaciones, mantenimiento y conservación;;129,49;
;;;215;Mobiliario y enseres;;48,97;
;;;216;Equipos para procesos de la información;;80,52;
v;;;22;Material, suministros y otros;;389,99;
;;;220;Material de oficina;;62,24;
;;;22001; Prensa, revistas, libros y otras publicaciones;40,00;;
;;;22002; Material informático no inventariable;22,24;;
;;;226;Gastos diversos;;27,75;
v;;;22601; Atenciones protocolarias y representativas;11,75;;
;;;22606; Reuniones, conferencias y cursos;16,00;;
;;;227;Trabajos realizados por otras empresas y profesionales;;300,00;
;;;22706; Estudios y trabajos técnicos;300,00;;
v;;;23;Indemnizaciones por razón del servicio;;81,73;
;;;230;Dietas;;33,45;
;;;231;Locomoción;;46,40;
;;;233;Otras indemnizaciones;;1,88;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;601,21;
 ; ;;;;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;49;Al exterior;;1,00;
v;;;495;Cuota participación en "Asociación Iberoamericana de Tribunales de Justicia Fiscal o Administrativa";;1,00;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;1,00;
 ; ;;;;;;
v;;;6;INVERSIONES REALES;;;
;;;63;Inversión de reposición asociada al funcionamiento operativo de los servicios;;1.430,56;
;;;630;Inversión de reposición asociada al funcionamiento operativo de los servicios;;1.430,56;
;;;;TOTAL INVERSIONES REALES;;1.430,56;
 ; ;;;;;;
;;;;TOTAL Resolución de reclamaciones económico-administrativas;;31.297,26;
 ; ;;;;;;
;;;;TOTAL TRIBUNAL ECONÓMICO-ADMINISTRATIVO CENTRAL;;31.297,26;
 ; ;;;;;;
 ; ;;;;;;
v;11;;;INTERVENCIÓN GENERAL DE LA ADMINISTRACIÓN DEL ESTADO;;;
v;;931N;;Política presupuestaria;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;12;Funcionarios;;8.516,02;
;;;120;Retribuciones básicas;;3.817,73;
;;;12000; Sueldos del grupo A1 y grupo A;646,60;;
;;;12001; Sueldos del grupo A2 y grupo B;1.268,15;;
;;;12002; Sueldos del grupo C1 y grupo C;583,85;;
;;;12003; Sueldos del grupo C2 y grupo D;56,23;;
;;;12005; Trienios;567,10;;
;;;12006; Pagas extraordinarias;695,80;;
;;;121;Retribuciones complementarias;;4.698,29;
;;;12100; Complemento de destino;1.789,74;;
;;;12101; Complemento específico;2.908,55;;
v;;;13;Laborales;;393,23;
;;;130;Laboral fijo;;393,23;
;;;13000; Retribuciones básicas;299,64;;
;;;13001; Otras remuneraciones;93,59;;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;776,39;
;;;160;Cuotas sociales;;690,00;
v;;;16000; Seguridad Social;690,00;;
;;;162;Gastos sociales del personal;;86,39;
v;;;16200; Formación y perfeccionamiento del personal;86,39;;
;;;;TOTAL GASTOS DE PERSONAL;;9.685,64;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;20;Arrendamientos y cánones;;25,00;
;;;206;Arrendamientos de equipos para procesos de información;;25,00;
v;;;21;Reparaciones, mantenimiento y conservación;;3.761,71;
;;;212;Edificios y otras construcciones;;316,61;
;;;213;Maquinaria, instalaciones y utillaje;;195,66;
;;;216;Equipos para procesos de la información;;3.249,44;
v;;;22;Material, suministros y otros;;5.340,54;
;;;220;Material de oficina;;85,93;
;;;22001; Prensa, revistas, libros y otras publicaciones;23,90;;
;;;22002; Material informático no inventariable;62,03;;
;;;221;Suministros;;27,33;
;;;22111; Suministros de repuestos de maquinaria, utillaje y elementos de transporte;5,62;;
;;;22112; Suministros de material electrónico, eléctrico y de comunicaciones;21,71;;
;;;222;Comunicaciones;;220,00;
;;;22200; Servicios de telecomunicaciones;220,00;;
;;;227;Trabajos realizados por otras empresas y profesionales;;5.007,28;
;;;22706; Estudios y trabajos técnicos;5.007,28;;
v;;;23;Indemnizaciones por razón del servicio;;23,33;
;;;230;Dietas;;7,63;
;;;231;Locomoción;;15,70;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;9.150,58;
 ; ;;;;;;
v;;;6;INVERSIONES REALES;;;
;;;63;Inversión de reposición asociada al funcionamiento operativo de los servicios;;22.760,00;
;;;630;Inversión de reposición asociada al funcionamiento operativo de los servicios;;22.760,00;
;;;;TOTAL INVERSIONES REALES;;22.760,00;
 ; ;;;;;;
;;;;TOTAL Política presupuestaria;;41.596,22;
 ; ;;;;;;
v;;931P;;Control interno y Contabilidad Pública;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;10;Altos cargos;;71,17;
;;;100;Retribuciones básicas y otras remuneraciones;;71,17;
;;;10000; Retribuciones básicas;19,34;;
;;;10001; Retribuciones complementarias;51,83;;
v;;;12;Funcionarios;;70.630,51;
;;;120;Retribuciones básicas;;32.375,72;
;;;12000; Sueldos del grupo A1 y grupo A;4.818,46;;
;;;12001; Sueldos del grupo A2 y grupo B;13.223,30;;
;;;12002; Sueldos del grupo C1 y grupo C;1.941,32;;
;;;12003; Sueldos del grupo C2 y grupo D;1.320,53;;
;;;12005; Trienios;5.365,39;;
;;;12006; Pagas extraordinarias;5.706,72;;
;;;121;Retribuciones complementarias;;38.254,79;
;;;12100; Complemento de destino;14.468,75;;
;;;12101; Complemento específico;23.522,06;;
;;;12102; Indemnización por residencia;263,98;;
v;;;13;Laborales;;1.033,52;
;;;130;Laboral fijo;;1.033,52;
;;;13000; Retribuciones básicas;984,86;;
;;;13001; Otras remuneraciones;48,66;;
v;;;15;Incentivos al rendimiento;;12.368,67;
v;;;150;Productividad;;12.368,67;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;4.750,00;
;;;160;Cuotas sociales;;4.750,00;
v;;;16000; Seguridad Social;4.750,00;;
;;;;TOTAL GASTOS DE PERSONAL;;88.853,87;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;21;Reparaciones, mantenimiento y conservación;;918,82;
;;;212;Edificios y otras construcciones;;562,02;
;;;213;Maquinaria, instalaciones y utillaje;;236,99;
;;;215;Mobiliario y enseres;;119,81;
v;;;22;Material, suministros y otros;;208,16;
;;;220;Material de oficina;;151,09;
;;;22000; Ordinario no inventariable;104,00;;
;;;22001; Prensa, revistas, libros y otras publicaciones;14,27;;
;;;22002; Material informático no inventariable;32,82;;
;;;222;Comunicaciones;;1,28;
;;;22200; Servicios de telecomunicaciones;1,28;;
;;;226;Gastos diversos;;44,87;
v;;;22601; Atenciones protocolarias y representativas;4,68;;
;;;22602; Publicidad y propaganda;0,62;;
;;;22606; Reuniones, conferencias y cursos;39,57;;
;;;227;Trabajos realizados por otras empresas y profesionales;;10,92;
;;;22702; Valoraciones y peritajes;2,01;;
;;;22706; Estudios y trabajos técnicos;8,91;;
v;;;23;Indemnizaciones por razón del servicio;;608,48;
;;;230;Dietas;;288,00;
;;;231;Locomoción;;296,75;
;;;232;Traslado;;13,03;
;;;233;Otras indemnizaciones;;10,70;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;1.735,46;
 ; ;;;;;;
v;;;6;INVERSIONES REALES;;;
;;;63;Inversión de reposición asociada al funcionamiento operativo de los servicios;;53,13;
;;;630;Inversión de reposición asociada al funcionamiento operativo de los servicios;;53,13;
;;;64;Gastos de inversiones de carácter inmaterial;;1.646,56;
;;;640;Gastos en inversiones de carácter inmaterial;;1.646,56;
;;;;TOTAL INVERSIONES REALES;;1.699,69;
 ; ;;;;;;
;;;;TOTAL Control interno y Contabilidad Pública;;92.289,02;
 ; ;;;;;;
;;;;TOTAL INTERVENCIÓN GENERAL DE LA ADMINISTRACIÓN DEL ESTADO;;133.885,24;
 ; ;;;;;;
 ; ;;;;;;
v;12;;;SECRETARÍA DE ESTADO DE PRESUPUESTOS Y GASTOS;;;
v;;931N;;Política presupuestaria;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;10;Altos cargos;;80,31;
;;;100;Retribuciones básicas y otras remuneraciones;;80,31;
;;;10000; Retribuciones básicas;19,92;;
;;;10001; Retribuciones complementarias;60,39;;
v;;;11;Personal eventual;;235,54;
;;;110;Retribuciones básicas y otras remuneraciones;;235,54;
;;;11000; Retribuciones básicas;80,13;;
;;;11001; Retribuciones complementarias;155,41;;
v;;;12;Funcionarios;;2.605,39;
;;;120;Retribuciones básicas;;611,84;
;;;12000; Sueldos del grupo A1 y grupo A;148,66;;
;;;12001; Sueldos del grupo A2 y grupo B;64,27;;
;;;12002; Sueldos del grupo C1 y grupo C;67,56;;
;;;12003; Sueldos del grupo C2 y grupo D;100,40;;
;;;12004; Sueldos personal de agrupaciones profesionales y grupo E;7,36;;
;;;12005; Trienios;110,46;;
;;;12006; Pagas extraordinarias;113,13;;
;;;121;Retribuciones complementarias;;1.993,55;
;;;12100; Complemento de destino;281,87;;
;;;12101; Complemento específico;446,68;;
;;;12103; Otros complementos;1.265,00;;
v;;;15;Incentivos al rendimiento;;3.794,94;
v;;;150;Productividad;;3.765,30;
v;;;151;Gratificaciones;;29,64;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;175,00;
;;;160;Cuotas sociales;;175,00;
v;;;16000; Seguridad Social;175,00;;
;;;;TOTAL GASTOS DE PERSONAL;;6.891,18;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;22;Material, suministros y otros;;63,47;
;;;220;Material de oficina;;8,75;
;;;22001; Prensa, revistas, libros y otras publicaciones;8,75;;
;;;226;Gastos diversos;;48,72;
v;;;22601; Atenciones protocolarias y representativas;9,36;;
;;;22606; Reuniones, conferencias y cursos;29,36;;
;;;22698; Para todo tipo de gastos originados con motivo de la elaboración, tramitación, edición y difusión de los Presupuestos Generales del Estado;10,00;;
;;;227;Trabajos realizados por otras empresas y profesionales;;6,00;
;;;22706; Estudios y trabajos técnicos;6,00;;
v;;;23;Indemnizaciones por razón del servicio;;58,66;
;;;230;Dietas;;28,93;
;;;231;Locomoción;;29,73;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;122,13;
 ; ;;;;;;
v;;;6;INVERSIONES REALES;;;
;;;62;Inversión nueva asociada al funcionamiento operativo de los servicios;;5,61;
;;;620;Inversión nueva asociada al funcionamiento operativo de los servicios;;5,61;
;;;;TOTAL INVERSIONES REALES;;5,61;
 ; ;;;;;;
;;;;TOTAL Política presupuestaria;;7.018,92;
 ; ;;;;;;
;;;;TOTAL SECRETARÍA DE ESTADO DE PRESUPUESTOS Y GASTOS;;7.018,92;
 ; ;;;;;;
 ; ;;;;;;
v;13;;;DIRECCIÓN GENERAL DE COSTES DE PERSONAL;;;
v;;931N;;Política presupuestaria;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;10;Altos cargos;;61,05;
;;;100;Retribuciones básicas y otras remuneraciones;;61,05;
;;;10000; Retribuciones básicas;18,92;;
;;;10001; Retribuciones complementarias;42,13;;
v;;;12;Funcionarios;;5.284,31;
;;;120;Retribuciones básicas;;2.542,34;
;;;12000; Sueldos del grupo A1 y grupo A;564,84;;
;;;12001; Sueldos del grupo A2 y grupo B;475,56;;
;;;12002; Sueldos del grupo C1 y grupo C;318,46;;
;;;12003; Sueldos del grupo C2 y grupo D;188,75;;
;;;12005; Trienios;545,54;;
;;;12006; Pagas extraordinarias;449,19;;
;;;121;Retribuciones complementarias;;2.741,97;
;;;12100; Complemento de destino;1.126,74;;
;;;12101; Complemento específico;1.615,23;;
v;;;13;Laborales;;261,71;
;;;130;Laboral fijo;;261,71;
;;;13000; Retribuciones básicas;244,73;;
;;;13001; Otras remuneraciones;16,98;;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;703,42;
;;;160;Cuotas sociales;;703,42;
v;;;16000; Seguridad Social;703,42;;
;;;;TOTAL GASTOS DE PERSONAL;;6.310,49;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;21;Reparaciones, mantenimiento y conservación;;4,22;
;;;212;Edificios y otras construcciones;;1,30;
;;;215;Mobiliario y enseres;;2,92;
v;;;22;Material, suministros y otros;;58,66;
;;;220;Material de oficina;;46,14;
;;;22001; Prensa, revistas, libros y otras publicaciones;46,14;;
;;;221;Suministros;;6,63;
;;;22111; Suministros de repuestos de maquinaria, utillaje y elementos de transporte;2,90;;
;;;22112; Suministros de material electrónico, eléctrico y de comunicaciones;2,50;;
;;;22199; Otros suministros;1,23;;
;;;222;Comunicaciones;;0,60;
;;;22200; Servicios de telecomunicaciones;0,60;;
;;;226;Gastos diversos;;5,29;
v;;;22601; Atenciones protocolarias y representativas;2,34;;
;;;22606; Reuniones, conferencias y cursos;2,95;;
v;;;23;Indemnizaciones por razón del servicio;;6,73;
;;;230;Dietas;;3,86;
;;;231;Locomoción;;2,87;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;69,61;
 ; ;;;;;;
v;;;6;INVERSIONES REALES;;;
;;;63;Inversión de reposición asociada al funcionamiento operativo de los servicios;;8,23;
;;;630;Inversión de reposición asociada al funcionamiento operativo de los servicios;;8,23;
;;;;TOTAL INVERSIONES REALES;;8,23;
 ; ;;;;;;
;;;;TOTAL Política presupuestaria;;6.388,33;
 ; ;;;;;;
;;;;TOTAL DIRECCIÓN GENERAL DE COSTES DE PERSONAL;;6.388,33;
 ; ;;;;;;
 ; ;;;;;;
v;14;;;SECRETARÍA GENERAL DE FONDOS EUROPEOS;;;
v;;422A;;Incentivos regionales a la localización industrial;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;12;Funcionarios;;1.740,79;
;;;120;Retribuciones básicas;;791,67;
;;;12000; Sueldos del grupo A1 y grupo A;282,42;;
;;;12001; Sueldos del grupo A2 y grupo B;179,94;;
;;;12002; Sueldos del grupo C1 y grupo C;19,31;;
;;;12003; Sueldos del grupo C2 y grupo D;16,07;;
;;;12005; Trienios;157,21;;
;;;12006; Pagas extraordinarias;136,72;;
;;;121;Retribuciones complementarias;;949,12;
;;;12100; Complemento de destino;374,03;;
;;;12101; Complemento específico;575,09;;
v;;;13;Laborales;;107,16;
;;;130;Laboral fijo;;107,16;
;;;13000; Retribuciones básicas;99,93;;
;;;13001; Otras remuneraciones;7,23;;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;169,68;
;;;160;Cuotas sociales;;169,68;
v;;;16000; Seguridad Social;169,68;;
;;;;TOTAL GASTOS DE PERSONAL;;2.017,63;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;22;Material, suministros y otros;;4,89;
;;;226;Gastos diversos;;2,80;
;;;22606; Reuniones, conferencias y cursos;2,80;;
;;;227;Trabajos realizados por otras empresas y profesionales;;2,09;
;;;22706; Estudios y trabajos técnicos;2,09;;
v;;;23;Indemnizaciones por razón del servicio;;22,74;
;;;230;Dietas;;8,72;
;;;231;Locomoción;;14,02;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;27,63;
 ; ;;;;;;
v;;;3;GASTOS FINANCIEROS;;;
v;;;35;Intereses de demora y otros gastos financieros;;10,00;
v;;;352;Intereses de demora;;10,00;
;;;;TOTAL GASTOS FINANCIEROS;;10,00;
 ; ;;;;;;
v;;;7;TRANSFERENCIAS DE CAPITAL;;;
v;;;77;A empresas privadas;;142.000,00;
v;;;771;Subvenciones a empresas localizadas en zonas de promoción económica y otras zonas acordadas por el Gobierno;;142.000,00;
;;;;TOTAL TRANSFERENCIAS DE CAPITAL;;142.000,00;
 ; ;;;;;;
;;;;TOTAL Incentivos regionales a la localización industrial;;144.055,26;
 ; ;;;;;;
v;;931N;;Política presupuestaria;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;10;Altos cargos;;193,25;
;;;100;Retribuciones básicas y otras remuneraciones;;193,25;
;;;10000; Retribuciones básicas;57,17;;
;;;10001; Retribuciones complementarias;136,08;;
v;;;11;Personal eventual;;53,47;
;;;110;Retribuciones básicas y otras remuneraciones;;53,47;
;;;11000; Retribuciones básicas;18,56;;
;;;11001; Retribuciones complementarias;34,91;;
v;;;12;Funcionarios;;9.810,22;
;;;120;Retribuciones básicas;;4.559,44;
;;;12000; Sueldos del grupo A1 y grupo A;906,71;;
;;;12001; Sueldos del grupo A2 y grupo B;1.298,13;;
;;;12002; Sueldos del grupo C1 y grupo C;796,17;;
;;;12003; Sueldos del grupo C2 y grupo D;100,41;;
;;;12005; Trienios;605,36;;
;;;12006; Pagas extraordinarias;852,66;;
;;;121;Retribuciones complementarias;;5.250,78;
;;;12100; Complemento de destino;2.130,11;;
;;;12101; Complemento específico;3.120,67;;
v;;;13;Laborales;;168,32;
;;;130;Laboral fijo;;168,32;
;;;13000; Retribuciones básicas;154,48;;
;;;13001; Otras remuneraciones;13,84;;
v;;;15;Incentivos al rendimiento;;2.080,67;
v;;;150;Productividad;;2.080,67;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;835,00;
;;;160;Cuotas sociales;;835,00;
v;;;16000; Seguridad Social;835,00;;
;;;;TOTAL GASTOS DE PERSONAL;;13.140,93;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;22;Material, suministros y otros;;53,43;
;;;220;Material de oficina;;0,86;
;;;22001; Prensa, revistas, libros y otras publicaciones;0,86;;
;;;226;Gastos diversos;;35,35;
v;;;22601; Atenciones protocolarias y representativas;9,36;;
;;;22606; Reuniones, conferencias y cursos;25,99;;
;;;227;Trabajos realizados por otras empresas y profesionales;;17,22;
;;;22706; Estudios y trabajos técnicos;17,22;;
v;;;23;Indemnizaciones por razón del servicio;;180,10;
;;;230;Dietas;;57,60;
;;;231;Locomoción;;122,50;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;233,53;
 ; ;;;;;;
v;;;4;TRANSFERENCIAS CORRIENTES;;;
v;;;49;Al exterior;;418,58;
v;;;493;Aportación española al programa Interreg Europe II 2021-2027;;106,14;
v;;;494;Aportación española al programa Interact IV 2021-2027;;153,17;
v;;;496;Aportación española al programa Urbact IV 2021-2027;;124,58;
v;;;497;Aportación española al programa Interreg EuroMED 2021-2027;;34,69;
;;;;TOTAL TRANSFERENCIAS CORRIENTES;;418,58;
 ; ;;;;;;
v;;;6;INVERSIONES REALES;;;
;;;63;Inversión de reposición asociada al funcionamiento operativo de los servicios;;0,52;
;;;630;Inversión de reposición asociada al funcionamiento operativo de los servicios;;0,52;
;;;64;Gastos de inversiones de carácter inmaterial;;2.270,87;
;;;640;Gastos en inversiones de carácter inmaterial;;2.270,87;
;;;;TOTAL INVERSIONES REALES;;2.271,39;
 ; ;;;;;;
;;;;TOTAL Política presupuestaria;;16.064,43;
 ; ;;;;;;
;;;;TOTAL SECRETARÍA GENERAL DE FONDOS EUROPEOS;;160.119,69;
 ; ;;;;;;
 ; ;;;;;;
v;15;;;DIRECCIÓN GENERAL DE PRESUPUESTOS;;;
v;;931N;;Política presupuestaria;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;10;Altos cargos;;61,05;
;;;100;Retribuciones básicas y otras remuneraciones;;61,05;
;;;10000; Retribuciones básicas;18,92;;
;;;10001; Retribuciones complementarias;42,13;;
v;;;12;Funcionarios;;5.369,74;
;;;120;Retribuciones básicas;;2.471,07;
;;;12000; Sueldos del grupo A1 y grupo A;691,18;;
;;;12001; Sueldos del grupo A2 y grupo B;584,80;;
;;;12002; Sueldos del grupo C1 y grupo C;154,41;;
;;;12003; Sueldos del grupo C2 y grupo D;116,47;;
;;;12005; Trienios;495,90;;
;;;12006; Pagas extraordinarias;428,31;;
;;;121;Retribuciones complementarias;;2.898,67;
;;;12100; Complemento de destino;1.119,95;;
;;;12101; Complemento específico;1.778,72;;
v;;;13;Laborales;;21,81;
;;;130;Laboral fijo;;21,81;
;;;13000; Retribuciones básicas;21,35;;
;;;13001; Otras remuneraciones;0,46;;
v;;;16;Cuotas, prestaciones y gastos sociales a cargo del empleador;;449,95;
;;;160;Cuotas sociales;;449,95;
v;;;16000; Seguridad Social;449,95;;
;;;;TOTAL GASTOS DE PERSONAL;;5.902,55;
 ; ;;;;;;
v;;;2;GASTOS CORRIENTES EN BIENES Y SERVICIOS;;;
v;;;22;Material, suministros y otros;;14,43;
;;;226;Gastos diversos;;14,43;
v;;;22601; Atenciones protocolarias y representativas;2,34;;
;;;22606; Reuniones, conferencias y cursos;3,62;;
;;;22698; Para todo tipo de gastos originados con motivo de la elaboración, tramitación, edición y difusión de los Presupuestos Generales del Estado;8,47;;
v;;;23;Indemnizaciones por razón del servicio;;86,72;
;;;230;Dietas;;20,03;
;;;231;Locomoción;;64,40;
;;;233;Otras indemnizaciones;;2,29;
;;;;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;;101,15;
 ; ;;;;;;
v;;;6;INVERSIONES REALES;;;
;;;63;Inversión de reposición asociada al funcionamiento operativo de los servicios;;8,63;
;;;630;Inversión de reposición asociada al funcionamiento operativo de los servicios;;8,63;
;;;64;Gastos de inversiones de carácter inmaterial;;9,00;
;;;640;Gastos en inversiones de carácter inmaterial;;9,00;
;;;;TOTAL INVERSIONES REALES;;17,63;
 ; ;;;;;;
;;;;TOTAL Política presupuestaria;;6.021,33;
 ; ;;;;;;
;;;;TOTAL DIRECCIÓN GENERAL DE PRESUPUESTOS;;6.021,33;
 ; ;;;;;;
 ; ;;;;;;
v;22;;;SECRETARÍA GENERAL DE FINANCIACIÓN AUTONÓMICA Y LOCAL;;;
v;;922N;;Coordinación y relaciones financieras con los Entes Territoriales;;;
v;;;1;GASTOS DE PERSONAL;;;
v;;;10;Altos cargos;;132,21;
;;;100;Retribuciones básicas y otras remuneraciones;;132,21;
;;;10000; Retribuciones básicas;38,25;;
;;;10001; Retribuciones complementarias;93,96;;
