Servicio;Programa;Económica;Explicación;Total (miles euros);Total (euros)
12;931N;12004;Sueldos agrupaciones profesionales y grupo E;7,36;7.360,00
12;931N;12005;Trienios;110,46;110.460,00
12;931N;12006;Pagas extraordinarias;113,13;113.130,00
12;931N;12100;Complemento de destino;281,87;281.870,00
12;931N;12101;Complemento específico;446,68;446.680,00
12;931N;12103;Otros complementos;1.265,00;1.265.000,00
12;931N;150;Productividad;3.765,30;3.765.300,00
12;931N;151;Gratificaciones;29,64;29.640,00
12;931N;16000;Seguridad Social;175;175.000,00
—;—;—;TOTAL GASTOS DE PERSONAL;6.891,18;6.891.180,00
12;931N;22001;Prensa, revistas, libros y publicaciones;8,75;8.750,00
12;931N;22601;Atenciones protocolarias y representativas;9,36;9.360,00
12;931N;22606;Reuniones, conferencias y cursos;29,36;29.360,00
12;931N;22698;Gastos de edición y difusión de los PGE;10;10.000,00
12;931N;22706;Estudios y trabajos técnicos;6;6.000,00
12;931N;230;Dietas;28,93;28.930,00
12;931N;231;Locomoción;29,73;29.730,00
—;—;—;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;122,13;122.130,00
12;931N;620;Inversión nueva asociada al funcionamiento operativo;5,61;5.610,00
—;—;—;TOTAL INVERSIONES REALES;5,61;5.610,00
13;931N;10000;Retribuciones básicas (Altos cargos);18,92;18.920,00
13;931N;10001;Retribuciones complementarias (Altos cargos);42,13;42.130,00
13;931N;12000;Sueldos grupo A1 y A;564,84;564.840,00
13;931N;12001;Sueldos grupo A2 y B;475,56;475.560,00
13;931N;12002;Sueldos grupo C1 y C;318,46;318.460,00
13;931N;12003;Sueldos grupo C2 y D;188,75;188.750,00
13;931N;12005;Trienios;545,54;545.540,00
13;931N;12006;Pagas extraordinarias;449,19;449.190,00
13;931N;12100;Complemento de destino;1.126,74;1.126.740,00
13;931N;12101;Complemento específico;1.615,23;1.615.230,00
13;931N;13000;Retribuciones básicas (Laboral fijo);244,73;244.730,00
13;931N;13001;Otras remuneraciones (Laboral fijo);16,98;16.980,00
13;931N;16000;Seguridad Social;703,42;703.420,00
—;—;—;TOTAL GASTOS DE PERSONAL;6.310,49;6.310.490,00
13;931N;212;Reparaciones en edificios y construcciones;1,3;1.300,00
13;931N;215;Reparaciones en mobiliario y enseres;2,92;2.920,00
13;931N;22001;Prensa, revistas, libros y publicaciones;46,14;46.140,00
13;931N;22111;Repuestos de maquinaria y transporte;2,9;2.900,00
13;931N;22112;Material electrónico, eléctrico y comunicaciones;2,5;2.500,00
13;931N;22199;Otros suministros;1,23;1.230,00
13;931N;22200;Servicios de telecomunicaciones;0,6;600
13;931N;22601;Atenciones protocolarias y representativas;2,34;2.340,00
13;931N;22606;Reuniones, conferencias y cursos;2,95;2.950,00
13;931N;230;Dietas;3,86;3.860,00
13;931N;231;Locomoción;2,87;2.870,00
—;—;—;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;69,61;69.610,00
13;931N;630;Inversión de reposición asociada al funcionamiento operativo;8,23;8.230,00
—;—;—;TOTAL INVERSIONES REALES;8,23;8.230,00
;;;Dirección General de Costes de Personal;6.388,33;6.388.330,00
14;422A;12000;Sueldos grupo A1 y A;282,42;282.420,00
14;422A;12001;Sueldos grupo A2 y B;179,94;179.940,00
14;422A;12002;Sueldos grupo C1 y C;19,31;19.310,00
14;422A;12003;Sueldos grupo C2 y D;16,07;16.070,00
14;422A;12005;Trienios;157,21;157.210,00
14;422A;12006;Pagas extraordinarias;136,72;136.720,00
14;422A;12100;Complemento de destino;374,03;374.030,00
14;422A;12101;Complemento específico;575,09;575.090,00
14;422A;13000;Retribuciones básicas (Laboral fijo);99,93;99.930,00
14;422A;13001;Otras remuneraciones (Laboral fijo);7,23;7.230,00
14;422A;16000;Seguridad Social;169,68;169.680,00
—;—;—;TOTAL GASTOS DE PERSONAL;2.017,63;2.017.630,00
14;422A;22606;Reuniones, conferencias y cursos;2,8;2.800,00
14;422A;22706;Estudios y trabajos técnicos;2,09;2.090,00
14;422A;230;Dietas;8,72;8.720,00
14;422A;231;Locomoción;14,02;14.020,00
—;—;—;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;27,63;27.630,00
14;422A;352;Intereses de demora;10;10.000,00
14;422A;771;Subvenciones a empresas localizadas en zonas de promoción económica;142.000,00;142.000.000,00
14;931N;10000;Retribuciones básicas (Altos cargos);57,17;57.170,00
14;931N;10001;Retribuciones complementarias (Altos cargos);136,08;136.080,00
14;931N;11000;Retribuciones básicas (Personal eventual);18,56;18.560,00
14;931N;11001;Retribuciones complementarias (Personal eventual);34,91;34.910,00
14;931N;12000;Sueldos grupo A1 y A;906,71;906.710,00
14;931N;12001;Sueldos grupo A2 y B;1.298,13;1.298.130,00
14;931N;12002;Sueldos grupo C1 y C;796,17;796.170,00
14;931N;12003;Sueldos grupo C2 y D;100,41;100.410,00
14;931N;12005;Trienios;605,36;605.360,00
14;931N;12006;Pagas extraordinarias;852,66;852.660,00
14;931N;12100;Complemento de destino;2.130,11;2.130.110,00
14;931N;12101;Complemento específico;3.120,67;3.120.670,00
14;931N;13000;Retribuciones básicas (Laboral fijo);154,48;154.480,00
14;931N;13001;Otras remuneraciones (Laboral fijo);13,84;13.840,00
14;931N;150;Productividad;2.080,67;2.080.670,00
14;931N;16000;Seguridad Social;835;835.000,00
—;—;—;TOTAL GASTOS DE PERSONAL;13.140,93;13.140.930,00
14;931N;22001;Prensa, revistas, libros y publicaciones;0,86;860
14;931N;22601;Atenciones protocolarias y representativas;9,36;9.360,00
14;931N;22606;Reuniones, conferencias y cursos;25,99;25.990,00
14;931N;22706;Estudios y trabajos técnicos;17,22;17.220,00
14;931N;230;Dietas;57,6;57.600,00
14;931N;231;Locomoción;122,5;122.500,00
—;—;—;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;233,53;233.530,00
14;931N;493;Aportación española al programa Interreg Europe II 2021–2027;106,14;106.140,00
14;931N;494;Aportación española al programa Interact IV 2021–2027;153,17;153.170,00
14;931N;496;Aportación española al programa Urbact IV 2021–2027;124,58;124.580,00
14;931N;497;Aportación española al programa Interreg EuroMED 2021–2027;34,69;34.690,00
—;—;—;TOTAL TRANSFERENCIAS CORRIENTES;418,58;418.580,00
14;931N;630;Inversión de reposición asociada al funcionamiento operativo;0,52;520
14;931N;640;Gastos en inversiones de carácter inmaterial;2.270,87;2.270.870,00
—;—;—;TOTAL INVERSIONES REALES;2.271,39;2.271.390,00
;;;Incentivos regionales a la localización industrial;144.055,26;144.055.260,00
 ; ;;Política presupuestaria;16.064,43;16.064.430,00
;;;TOTAL Secretaría General de Fondos Europeos;160.119,69;160.119.690,00
15;931N;10000;Retribuciones básicas (Altos cargos);18,92;18.920,00
15;931N;10001;Retribuciones complementarias (Altos cargos);42,13;42.130,00
15;931N;12000;Sueldos grupo A1 y A;691,18;691.180,00
15;931N;12001;Sueldos grupo A2 y B;584,8;584.800,00
15;931N;12002;Sueldos grupo C1 y C;154,41;154.410,00
15;931N;12003;Sueldos grupo C2 y D;116,47;116.470,00
15;931N;12005;Trienios;495,9;495.900,00
15;931N;12006;Pagas extraordinarias;428,31;428.310,00
15;931N;12100;Complemento de destino;1.119,95;1.119.950,00
15;931N;12101;Complemento específico;1.778,72;1.778.720,00
15;931N;13000;Retribuciones básicas (Laboral fijo);21,35;21.350,00
15;931N;13001;Otras remuneraciones (Laboral fijo);0,46;460
15;931N;16000;Seguridad Social;449,95;449.950,00
—;—;—;TOTAL GASTOS DE PERSONAL;5.902,55;5.902.550,00
15;931N;22601;Atenciones protocolarias y representativas;2,34;2.340,00
15;931N;22606;Reuniones, conferencias y cursos;3,62;3.620,00
15;931N;22698;Gastos de edición y difusión de los PGE;8,47;8.470,00
15;931N;230;Dietas;20,03;20.030,00
15;931N;231;Locomoción;64,4;64.400,00
15;931N;233;Otras indemnizaciones;2,29;2.290,00
—;—;—;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;101,15;101.150,00
;;;;;
15;931N;630;Inversión de reposición asociada al funcionamiento operativo;8,63;8.630,00
15;931N;640;Gastos en inversiones de carácter inmaterial;9;9.000,00
—;—;—;TOTAL INVERSIONES REALES;17,63;17.630,00
;;;Dirección General de Presupuestos;6.021,33;6.021.330,00
22;922N;10000;Retribuciones básicas (Altos cargos);38,25;38.250,00
22;922N;10001;Retribuciones complementarias (Altos cargos);93,96;93.960,00
22;922N;12000;Sueldos grupo A1 y A;824,96;824.960,00
22;922N;12001;Sueldos grupo A2 y B;700,48;700.480,00
22;922N;12002;Sueldos grupo C1 y C;202,66;202.660,00
22;922N;12003;Sueldos grupo C2 y D;124,5;124.500,00
22;922N;12005;Trienios;538,96;538.960,00
22;922N;12006;Pagas extraordinarias;514,78;514.780,00
22;922N;12100;Complemento de destino;1.385,65;1.385.650,00
22;922N;12101;Complemento específico;2.248,86;2.248.860,00
22;922N;13000;Retribuciones básicas (Laboral fijo);22,43;22.430,00
22;922N;13001;Otras remuneraciones (Laboral fijo);3,03;3.030,00
22;922N;16000;Seguridad Social;760;760.000,00
—;—;—;TOTAL GASTOS DE PERSONAL;7.458,52;7.458.520,00
22;922N;215;Reparaciones en mobiliario y enseres;24,09;24.090,00
22;922N;216;Reparaciones en equipos informáticos;29,12;29.120,00
22;922N;22001;Prensa, revistas, libros y publicaciones;18;18.000,00
22;922N;22002;Material informático no inventariable;8;8.000,00
22;922N;22199;Otros suministros;1;1.000,00
22;922N;22502;Tributos locales;14;14.000,00
22;922N;22601;Atenciones protocolarias y representativas;7,02;7.020,00
22;922N;22606;Reuniones, conferencias y cursos;6;6.000,00
22;922N;22706;Estudios y trabajos técnicos;193,92;193.920,00
22;922N;230;Dietas;10,66;10.660,00
22;922N;231;Locomoción;16;16.000,00
22;922N;233;Otras indemnizaciones;36;36.000,00
—;—;—;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;363,81;363.810,00
22;922N;630;Inversión de reposición asociada al funcionamiento operativo;258,37;258.370,00
22;922N;640;Gastos en inversiones de carácter inmaterial;818;818.000,00
—;—;—;TOTAL INVERSIONES REALES;1.076,37;1.076.370,00
22;922N;877;Aportación patrimonial al Fondo de Financiación a Comunidades Autónomas;15.000.000,00;15.000.000.000,00
22;922N;878;Aportación patrimonial al Fondo de Financiación a Entidades Locales;1.000.000,00;1.000.000.000,00
—;—;—;TOTAL ACTIVOS FINANCIEROS;16.000.000,00;16.000.000.000,00
;;;Secretaría General de Financiación Autonómica y Local;16.008.898,70;16.008.898.700,00
50;42KD;859;Adquisición de acciones y participaciones del Sector Público (MRR);30.410,76;30.410.760,00
—;—;—;TOTAL ACTIVOS FINANCIEROS;30.410,76;30.410.760,00
50;93KE;290;Gastos corrientes en bienes y servicios (MRR);467;467.000,00
—;—;—;TOTAL GASTOS CORRIENTES EN BIENES Y SERVICIOS;467;467.000,00
50;000X;410;Al Instituto de Estudios Fiscales (MRR);2.941,00;2.941.000,00
—;—;—;TOTAL TRANSFERENCIAS CORRIENTES;2.941,00;2.941.000,00
;;;Mecanismo de Recuperación y Resiliencia;33.818,76;33.818.760,00
;;;TOTAL MINISTERIO DE HACIENDA;19.244.352,52;19.244.352.520,00
